@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1,3-24,26-31,33-48,50-54,56-76,80-83,85-101,103-119,121-146,148-159,161-173,175-186'

@attribute color_bgr_g_mean numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_a_centroid numeric
@attribute color_luv_l_mean numeric
@attribute color_luv_l_centroid numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_centroid numeric
@attribute color_norm_r_asymetry numeric
@attribute haralick_bgr_g_contrast numeric
@attribute haralick_lab_b_homogeneity numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_energy numeric
@attribute wavelet_bgr_b_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.401041,-0.263555,0,-0.264412,-0.322581,-0.967838,-0.9785,-0.037594,0.140404,-0.847317,-0.039924,-0.790709,0.384453,-0.767099,ULCER
-0.650134,-0.474825,0.258065,-0.47562,-0.516129,-0.906396,-0.937379,-0.308271,0.140877,-0.701524,-0.129032,-0.653673,0.223547,-0.745781,ULCER
-0.646909,-0.491871,0.258065,-0.49295,-0.516129,-0.936114,-0.896775,0.007519,0.141046,-0.970156,-0.255279,-0.736652,-0.353389,-0.868627,ULCER
-0.712055,-0.518799,0.354839,-0.519381,-0.540323,-0.870894,-0.923394,-0.338346,0.140973,-0.805076,-0.119992,-0.665183,0.203916,-0.793013,ULCER
-0.556986,-0.383969,0.258065,-0.384708,-0.451613,-0.897851,-0.928915,-0.112782,0.140714,-0.79654,-0.170956,-0.610831,0.236358,-0.715657,ULCER
-0.494434,-0.336526,0.064516,-0.337455,-0.290323,-0.933941,-0.938156,-0.112782,0.140578,-0.919241,-0.209972,-0.773247,0.096146,-0.749666,ULCER
-0.532502,-0.36257,0.225806,-0.363558,-0.435484,-0.899448,-0.932428,-0.082707,0.140496,-0.759453,0.03602,-0.669806,0.315518,-0.600323,ULCER
-0.723423,-0.536323,0.354839,-0.536847,-0.548387,-0.922018,-0.939097,-0.233083,0.140794,-0.905644,-0.047839,-0.833403,0.138047,-0.817655,ULCER
-0.691893,-0.507302,0.322581,-0.507944,-0.548387,-0.921628,-0.94948,-0.368421,0.140595,-0.916839,-0.050621,-0.788495,0.315241,-0.859832,ULCER
-0.744813,-0.55196,0.354839,-0.552743,-0.580645,-0.915617,-0.93759,-0.413534,0.140767,-0.957639,-0.084976,-0.804874,0.402514,-0.802872,ULCER
-0.683136,-0.486275,0.290323,-0.487425,-0.459677,-0.916597,-0.939656,-0.24812,0.14056,-0.941929,-0.07635,-0.74462,0.339286,-0.78609,ULCER
-0.432831,-0.286747,0.064516,-0.28735,-0.258065,-0.979727,-0.985506,-0.067669,0.140048,-0.891198,-0.126783,-0.799562,0.227093,-0.739509,ULCER
-0.732499,-0.549984,0.322581,-0.549935,-0.564516,-0.935349,-0.930732,-0.323308,0.140771,-0.9681,-0.270826,-0.75731,-0.24346,-0.848189,ULCER
-0.619453,-0.440734,0.290323,-0.441866,-0.483871,-0.944312,-0.960015,-0.18797,0.140813,-0.94422,-0.003357,-0.721945,0.390945,-0.743984,ULCER
-0.624665,-0.45666,0.225806,-0.45755,-0.5,-0.939506,-0.959863,-0.24812,0.140698,-0.848931,0.08369,-0.825976,0.289897,-0.891631,ULCER
-0.779673,-0.566155,0.451613,-0.566322,-0.58871,-0.935595,-0.954794,-0.443609,0.141076,-0.979954,0.03028,-0.848012,0.294452,-0.930791,ULCER
-0.628716,-0.4554,0.290323,-0.456988,-0.516129,-0.900893,-0.899967,-0.12782,0.14073,-0.897748,-0.1199,-0.68289,0.289684,-0.800892,ULCER
-0.517964,-0.360371,0.129032,-0.361647,-0.395161,-0.961307,-0.972488,-0.172932,0.14079,-0.757603,-0.187852,-0.761885,0.212325,-0.712849,ULCER
-0.653953,-0.482092,0.258065,-0.483468,-0.516129,-0.958982,-0.975828,-0.24812,0.140551,-0.971789,-0.084963,-0.830501,0.279784,-0.824453,ULCER
-0.688834,-0.521958,0.193548,-0.523355,-0.5,-0.941164,-0.977295,-0.263158,0.142495,-0.98205,0.242793,-0.834042,0.325802,-0.793952,ULCER
-0.22393,-0.11278,-0.290323,-0.11388,-0.016129,-0.932974,-0.980791,0.18797,0.13988,-0.94827,-0.213876,-0.875999,0.66521,-0.655301,NON_ULCER
-0.049354,0.024443,-0.516129,0.023898,-0.016129,-0.998157,-0.996168,-0.142857,0.14367,-0.961067,0.082926,-0.837682,0.243663,-0.787022,NON_ULCER
0.177165,0.235538,-0.580645,0.234399,0.225806,-0.982923,-0.998812,0.203008,0.103212,-0.983111,-0.041491,-0.855291,0.397891,-0.835936,NON_ULCER
0.271836,0.345344,-0.419355,0.344485,0.354839,-0.996169,-0.999126,0.233083,0.140321,-0.947201,-0.099887,-0.948993,0.125257,-0.817481,NON_ULCER
-0.059328,0.041541,-0.322581,0.040134,0.072581,-0.967134,-0.98981,0.218045,0.132784,-0.96694,0.253871,-0.894198,-0.175221,-0.83272,NON_ULCER
0.246279,0.319077,-0.419355,0.317848,0.241935,-0.99678,-0.99924,0.218045,0.086347,-0.942157,-0.040812,-0.921153,0.205607,-0.753061,NON_ULCER
0.060321,0.130697,-0.516129,0.130396,0.137097,-0.982778,-0.995445,0.172932,0.125179,-0.964266,0.054221,-0.812154,0.134395,-0.732739,NON_ULCER
0.319652,0.388984,-0.419355,0.388019,0.346774,-0.997917,-0.99982,0.233083,0.322721,-0.9655,0.060345,-0.962126,0.079712,-0.934185,NON_ULCER
0.332064,0.399004,-0.419355,0.399711,0.403226,-0.999336,-0.999892,0.233083,0.140801,-0.976791,0.181848,-0.960699,0.179121,-0.943111,NON_ULCER
0.243683,0.311952,-0.483871,0.311717,0.330645,-0.998636,-0.998544,0.218045,0.09446,-0.971218,-0.22613,-0.930597,0.275895,-0.830148,NON_ULCER
-0.043077,0.003864,-0.741935,0.002017,-0.024194,-0.989027,-0.996629,-0.142857,0.15039,-0.988608,-0.166822,-0.83119,0.569136,-0.929813,NON_ULCER
0.357722,0.417364,-0.483871,0.416539,0.362903,-0.996696,-0.999249,0.218045,0.034836,-0.943787,0.203698,-0.916824,-0.033935,-0.829062,NON_ULCER
0.413756,0.506366,-0.258065,0.505721,0.516129,-0.998941,-0.999704,0.172932,0.119894,-0.972949,0.324623,-0.963405,0.351423,-0.921617,NON_ULCER
0.460357,0.529864,-0.354839,0.529368,0.548387,-0.99806,-0.999186,0.203008,0.162572,-0.973512,0.046472,-0.946435,-0.10363,-0.835863,NON_ULCER
0.315152,0.383048,-0.451613,0.382361,0.395161,-0.998763,-0.999624,0.218045,-0.041824,-0.963867,0.075489,-0.926268,0.263938,-0.918658,NON_ULCER
0.35649,0.423164,-0.451613,0.421606,0.362903,-0.999535,-0.999456,0.233083,0.054642,-0.972056,0.137917,-0.949682,0.314613,-0.946612,NON_ULCER
-0.032062,0.034487,-0.548387,0.033178,-0.024194,-0.996659,-0.994166,-0.052632,0.142282,-0.954207,-0.042137,-0.84024,0.277958,-0.860146,NON_ULCER
0.039574,0.097015,-0.548387,0.096316,0.032258,-0.985157,-0.997504,0.203008,0.104,-0.976791,-0.151151,-0.864883,0.388575,-0.872423,NON_ULCER
0.44804,0.523146,-0.322581,0.522957,0.540323,-0.997715,-0.999294,0.203008,0.125927,-0.967206,0.319536,-0.941861,0.098351,-0.876478,NON_ULCER
-0.227156,-0.138948,-0.258065,-0.140314,-0.209677,-0.973929,-0.994241,0.233083,0.133547,-0.977578,-0.10798,-0.925186,-0.29992,-0.908404,NON_ULCER
-0.043292,0.028341,-0.483871,0.027882,0.048387,-0.987637,-0.998465,0.218045,0.083268,-0.965937,0.067023,-0.874819,0.243254,-0.745093,NON_ULCER
-0.126274,-0.073939,-0.645161,-0.075844,-0.056452,-0.987828,-0.991792,0.12782,0.131033,-0.991785,-0.314434,-0.890657,0.349349,-0.905984,NON_ULCER
0.091999,0.185122,-0.290323,0.183701,0.104839,-0.995361,-0.999086,0.203008,0.136455,-0.948682,-0.144627,-0.956125,-0.265172,-0.844801,NON_ULCER
0.404632,0.465438,-0.451613,0.464439,0.419355,-0.998004,-0.999613,0.233083,0.063288,-0.957787,0.252599,-0.943386,0.132486,-0.897732,NON_ULCER
0.460959,0.538547,-0.290323,0.53768,0.459677,-0.996996,-0.999265,0.203008,0.231944,-0.966827,0.299998,-0.948403,0.066483,-0.825692,NON_ULCER
-0.105018,-0.039402,-0.548387,-0.039984,-0.032258,-0.986557,-0.99878,0.052632,0.141811,-0.988172,-0.108258,-0.905807,0.059821,-0.879455,NON_ULCER
0.359637,0.420369,-0.516129,0.420332,0.435484,-0.997955,-0.999314,0.218045,-0.134945,-0.969764,0.284854,-0.951551,0.343847,-0.870215,NON_ULCER
-0.170303,-0.110154,-0.516129,-0.111671,-0.169355,-0.989431,-0.998115,0.233083,0.120695,-0.98904,-0.1456,-0.912103,0.158298,-0.807532,NON_ULCER
0.708082,0.735903,-0.580645,0.735216,0.741935,-0.994019,-0.999414,0.218045,0.00121,-0.971935,0.401155,-0.924301,0.121593,-0.750038,NON_ULCER
-0.347984,-0.304534,-0.580645,-0.305367,-0.362903,-0.996487,-0.997098,0.157895,0.14875,-0.989009,-0.269136,-0.943189,0.142648,-0.828815,NON_ULCER
-0.320757,-0.23463,-0.290323,-0.236291,-0.266129,-0.991903,-0.99818,0.18797,0.14791,-0.984444,0.15706,-0.917956,0.259899,-0.842695,NON_ULCER
0.40805,0.467708,-0.516129,0.466486,0.483871,-0.995482,-0.999171,0.218045,0.079653,-0.948183,0.210518,-0.920366,-0.052203,-0.913757,NON_ULCER
-0.284632,-0.22086,-0.483871,-0.222252,-0.209677,-0.978684,-0.996754,0.172932,0.146291,-0.950653,-0.02683,-0.863899,0.076089,-0.5612,NON_ULCER
0.744741,0.766631,-0.612903,0.765922,0.774194,-0.990044,-0.999486,0.203008,0.085797,-0.972234,0.380413,-0.91107,0.376819,-0.826028,NON_ULCER
0.46246,0.511261,-0.516129,0.510571,0.459677,-0.999282,-0.999775,0.218045,0.100022,-0.985196,0.339189,-0.972701,0.323827,-0.92951,NON_ULCER
-0.624595,-0.611546,-0.548387,-0.613275,-0.548387,-0.99006,-0.987573,0.172932,0.140512,-0.975526,-0.435148,-0.926072,0.319797,-0.695801,NON_ULCER
-0.384241,-0.329315,-0.451613,-0.330109,-0.290323,-0.973357,-0.991279,0.142857,0.140294,-0.974672,-0.06242,-0.856521,-0.042144,-0.695457,NON_ULCER
-0.884364,-0.9175,-0.548387,-0.915288,-0.943548,-0.986331,-0.987935,0.157895,0.125801,-0.995656,-0.019424,-0.942746,0.04972,-0.860055,NON_ULCER
-0.622987,-0.60434,-0.580645,-0.605626,-0.540323,-0.948171,-0.996038,-0.097744,0.143161,-0.977836,-0.231502,-0.87713,0.063558,-0.760041,NON_ULCER
0.347383,0.415348,-0.451613,0.413715,0.427419,-0.996105,-0.999361,0.233083,0.044914,-0.896514,0.187166,-0.927596,0.019028,-0.890657,NON_ULCER
-0.876499,-0.907554,-0.548387,-0.907554,-0.935484,-0.935046,-0.987653,0.233083,0.141986,-0.977301,0.088389,-0.897789,0.230958,-0.73379,NON_ULCER
0.794962,0.804802,-0.677419,0.805018,0.741935,-0.996542,-0.999784,0.142857,0.572905,-0.972931,0.159651,-0.945451,0.498122,-0.896041,NON_ULCER
0.350582,0.410382,-0.483871,0.410265,0.419355,-0.998927,-0.999784,0.233083,0.204475,-0.982789,-0.17561,-0.96916,0.145493,-0.888321,NON_ULCER
0.614356,0.639181,-0.645161,0.638472,0.653226,-0.997378,-0.99933,0.142857,0.343152,-0.961409,0.005778,-0.920218,0.411896,-0.835991,NON_ULCER
-0.882096,-0.923365,-0.580645,-0.921063,-0.927419,-0.976069,-0.99648,0.278195,0.224065,-0.984757,0.435028,-0.9395,-0.135029,-0.585549,NON_ULCER
-0.701769,-0.690879,-0.483871,-0.691378,-0.741935,-0.971051,-0.977983,0.037594,0.140456,-0.978524,-0.269367,-0.856914,-0.056747,-0.730357,NON_ULCER
-0.875701,-0.91457,-0.548387,-0.913192,-0.927419,-0.955328,-0.991999,0.278195,0.141958,-0.974152,0.213708,-0.920759,-0.050654,-0.67018,NON_ULCER
-0.906705,-0.948272,-0.516129,-0.945566,-0.951613,-0.99384,-0.997924,0.172932,0.050893,-0.999735,0.243929,-0.98121,-0.455813,-0.848416,NON_ULCER
-0.003825,0.091322,-0.258065,0.09015,0.008065,-0.990188,-0.997534,0.218045,0.142395,-0.944223,-0.172951,-0.936991,-0.55885,-0.916765,NON_ULCER
-0.856197,-0.888928,-0.548387,-0.888095,-0.919355,-0.976736,-0.977159,0.263158,0.135845,-0.995088,-0.000213,-0.909348,-0.204959,-0.805717,NON_ULCER
-0.868431,-0.9064,-0.548387,-0.904577,-0.927419,-0.949196,-0.982419,0.323308,0.141024,-0.933212,-0.073093,-0.907872,-0.100161,-0.267807,NON_ULCER
-0.892629,-0.937285,-0.516129,-0.9335,-0.927419,-0.971536,-0.995853,0.263158,0.051998,-0.999771,0.035142,-0.971078,-0.648962,-0.810865,NON_ULCER
0.229164,0.296529,-0.516129,0.296101,0.362903,-0.991674,-0.997677,0.218045,0.136691,-0.921532,-0.480075,-0.895526,0.59229,-0.798406,NON_ULCER
0.277014,0.341212,-0.483871,0.340927,0.290323,-0.997215,-0.999683,0.233083,-0.144718,-0.96161,0.152436,-0.929269,0.393649,-0.883913,NON_ULCER
0.642619,0.669507,-0.612903,0.668311,0.604839,-0.999133,-0.999783,0.12782,-0.226413,-0.986563,0.166588,-0.960109,0.346412,-0.861721,NON_ULCER
0.59547,0.626297,-0.612903,0.625577,0.637097,-0.997685,-0.998956,0.142857,0.158653,-0.974021,0.016434,-0.907233,0.193123,-0.83294,NON_ULCER
0.291777,0.352642,-0.483871,0.352462,0.362903,-0.993262,-0.999199,0.233083,0.118942,-0.966919,0.224344,-0.907725,0.437428,-0.849918,NON_ULCER
0.505486,0.546554,-0.580645,0.545576,0.548387,-0.999007,-0.999844,0.12782,0.232014,-0.976492,0.147744,-0.972308,0.183567,-0.646793,NON_ULCER
0.423998,0.479496,-0.483871,0.477949,0.475806,-0.998199,-0.999199,0.233083,-0.11261,-0.946037,0.284738,-0.94855,0.143982,-0.897178,NON_ULCER
0.449051,0.497629,-0.580645,0.496982,0.524194,-0.989236,-0.998534,0.203008,0.03845,-0.934407,-0.093375,-0.856816,0.280701,-0.651045,NON_ULCER
0.283065,0.332954,-0.580645,0.332115,0.370968,-0.992325,-0.996117,0.203008,0.13194,-0.973117,-0.579634,-0.83542,0.627719,-0.91367,NON_ULCER
0.214596,0.266606,-0.645161,0.265689,0.290323,-0.991285,-0.993816,-0.082707,0.144767,-0.931776,-0.265173,-0.781412,0.311012,-0.540427,NON_ULCER
0.36963,0.416428,-0.612903,0.415074,0.41129,-0.995415,-0.997996,0.097744,0.115908,-0.988136,-0.493074,-0.920563,0.330922,-0.882422,NON_ULCER
0.167489,0.254389,-0.387097,0.253446,0.314516,-0.990724,-0.998512,0.218045,0.138197,-0.951411,-0.005551,-0.91407,0.813678,-0.740731,NON_ULCER
0.420968,0.470004,-0.548387,0.469374,0.403226,-0.996774,-0.999101,0.233083,0.06113,-0.962901,0.223014,-0.871031,0.551173,-0.864317,NON_ULCER
0.507154,0.548881,-0.548387,0.547915,0.467742,-0.991406,-0.998537,0.203008,0.086671,-0.971504,0.063901,-0.855045,0.221322,-0.66259,NON_ULCER
0.09286,0.148416,-0.645161,0.146969,0.08871,-0.991836,-0.993199,0.067669,0.140503,-0.971224,-0.731821,-0.835125,0.502006,-0.839917,NON_ULCER
0.282864,0.336296,-0.645161,0.33565,0.290323,-0.996228,-0.996835,-0.082707,0.162693,-0.978423,-0.044192,-0.896363,-0.328652,-0.811385,NON_ULCER
0.233535,0.286746,-0.645161,0.285799,0.217742,-0.994475,-0.994023,-0.097744,0.146028,-0.975243,-0.25663,-0.867637,0.659677,-0.88612,NON_ULCER
0.317117,0.371096,-0.548387,0.369251,0.306452,-0.991356,-0.998718,0.218045,0.131755,-0.970506,-0.003546,-0.867785,0.64207,-0.792203,NON_ULCER
0.314608,0.372549,-0.516129,0.371239,0.290323,-0.98825,-0.997787,0.172932,0.05275,-0.974683,0.153755,-0.847569,0.191728,-0.829731,NON_ULCER
0.01107,0.05935,-0.709677,0.057994,0.016129,-0.982502,-0.992132,-0.142857,0.146754,-0.98436,-0.423674,-0.826271,0.716512,-0.829739,NON_ULCER
0.070612,0.138856,-0.580645,0.137453,0.064516,-0.994409,-0.994106,-0.12782,0.144099,-0.908958,-0.177507,-0.892674,-0.148672,-0.778618,NON_ULCER
-0.274548,-0.013836,0.516129,-0.01411,0,-0.988647,-0.995346,-0.022556,0.129517,-0.967511,0.658034,-0.932368,0.456774,-0.847187,ULCER
-0.492281,-0.225321,0.580645,-0.225269,-0.274194,-0.981885,-0.987777,-0.142857,0.141381,-0.982965,0.186356,-0.948353,0.074843,-0.800526,ULCER
-0.087658,0.148672,0.451613,0.147722,0.072581,-0.976291,-0.990275,0.037594,0.141269,-0.859059,-0.207633,-0.925924,-0.103469,-0.751454,ULCER
-0.468987,-0.216332,0.483871,-0.216152,-0.169355,-0.972265,-0.979643,-0.067669,0.141238,-0.968193,-0.129714,-0.940828,0.370141,-0.796186,ULCER
-0.300424,-0.026618,0.548387,-0.027409,0,-0.950763,-0.985411,-0.007519,0.140989,-0.923204,0.036251,-0.815204,0.12721,-0.76089,ULCER
-0.409887,-0.140547,0.516129,-0.140853,-0.064516,-0.91797,-0.962003,-0.037594,0.140807,-0.909788,-0.176304,-0.868719,0.274594,-0.467692,ULCER
-0.29245,-0.026482,0.548387,-0.027562,-0.120968,-0.978686,-0.985417,-0.007519,0.13938,-0.947831,-0.037575,-0.894789,0.181505,-0.566131,ULCER
-0.533499,-0.259468,0.612903,-0.260382,-0.330645,-0.972259,-0.983701,-0.097744,0.140685,-0.975138,0.256993,-0.929121,0.356368,-0.774749,ULCER
-0.377662,-0.122281,0.516129,-0.123488,-0.177419,-0.987096,-0.992652,-0.037594,0.146424,-0.928057,0.296299,-0.893018,0.225401,-0.700097,ULCER
-0.531343,-0.259103,0.612903,-0.259966,-0.314516,-0.960285,-0.970926,-0.172932,0.141936,-0.949335,0.089383,-0.800448,0.094367,-0.528822,ULCER
-0.168287,0.076455,0.451613,0.07513,0.096774,-0.987382,-0.994712,0.007519,0.120038,-0.962624,0.294218,-0.932318,0.170291,-0.622345,ULCER
-0.514536,-0.257111,0.548387,-0.257635,-0.330645,-0.953744,-0.983854,-0.157895,0.141114,-0.941715,0.219998,-0.906249,0.391752,-0.815219,ULCER
-0.170799,0.077434,0.516129,0.077257,0.032258,-0.988795,-0.994243,-0.022556,0.146058,-0.948965,0.152252,-0.866555,0.132416,-0.77738,ULCER
-0.199126,0.042297,0.516129,0.0411,0.064516,-0.998069,-0.999197,0.097744,0.105763,-0.995311,0.176761,-0.96488,0.675727,-0.940587,NON_ULCER
0.003889,0.233542,0.483871,0.232752,0.169355,-0.979344,-0.994006,0.12782,0.145157,-0.985468,0.109362,-0.928334,0.914617,-0.943284,NON_ULCER
0.394324,0.549919,0.193548,0.548886,0.483871,-0.984483,-0.996361,0.157895,0.140903,-0.928594,-0.114107,-0.848061,-0.545823,-0.929039,NON_ULCER
0.411637,0.548841,0.096774,0.547869,0.459677,-0.990336,-0.99838,0.172932,0.082776,-0.942977,0.456993,-0.870982,0.843841,-0.896762,NON_ULCER
0.964258,0.984793,-0.451613,0.984548,0.975806,-0.995871,-0.999405,0.18797,-0.040077,-0.791957,0.282426,-0.626522,-0.051752,-0.89596,NON_ULCER
0.57998,0.673334,-0.129032,0.672687,0.604839,-0.996431,-0.999058,0.18797,0.121343,-0.937305,0.135952,-0.923957,0.248967,-0.824745,NON_ULCER
0.078686,0.288131,0.322581,0.28724,0.306452,-0.993281,-0.997647,0.097744,0.163068,-0.975602,0.2052,-0.944861,0.149762,-0.911876,NON_ULCER
-0.190595,0.049135,0.516129,0.048595,0.064516,-0.99885,-0.999517,0.082707,0.156433,-0.995682,0.28416,-0.96247,0.954168,-0.967893,NON_ULCER
0.050986,0.269551,0.451613,0.269318,0.209677,-0.982153,-0.994898,0.142857,0.146745,-0.984474,0.120229,-0.937286,0.869322,-0.9294,NON_ULCER
0.381185,0.54212,0.225806,0.541424,0.451613,-0.985349,-0.996647,0.172932,0.142466,-0.934049,-0.159887,-0.863506,-0.457575,-0.770626,NON_ULCER
0.664356,0.757332,-0.16129,0.756832,0.774194,-0.994824,-0.998498,0.18797,0.134135,-0.92279,0.390057,-0.861046,0.469318,-0.725715,NON_ULCER
0.641533,0.731151,-0.129032,0.731158,0.66129,-0.996656,-0.999309,0.18797,0.080663,-0.947425,0.314565,-0.911561,0.44985,-0.90284,NON_ULCER
0.06641,0.274002,0.322581,0.273019,0.193548,-0.996127,-0.998584,0.097744,0.178826,-0.975103,-0.001621,-0.956174,-0.019135,-0.904868,NON_ULCER
-0.731248,-0.720895,-0.516129,-0.722201,-0.766129,-0.975504,-0.94614,0.037594,0.139941,-0.976847,0.118533,-0.745555,0.259531,-0.903195,ULCER
-0.716601,-0.710157,-0.516129,-0.711014,-0.774194,-0.957852,-0.980131,-0.007519,0.14067,-0.902148,-0.20731,-0.674037,0.36052,-0.841735,ULCER
0.021291,0.080473,-0.580645,0.079697,-0.016129,-0.99328,-0.989406,0.142857,0.130521,-0.763207,-0.032812,-0.742013,0.138831,-0.641148,ULCER
-0.759307,-0.774479,-0.580645,-0.775512,-0.806452,-0.969732,-0.975821,0.12782,0.139323,-0.942934,0.356592,-0.7791,0.657699,-0.875995,ULCER
-0.341208,-0.277498,-0.483871,-0.278572,-0.209677,-0.994203,-0.991039,0.007519,0.140218,-0.807296,-0.267245,-0.782199,0.04435,-0.732212,ULCER
-0.25485,-0.203007,-0.580645,-0.20349,-0.145161,-0.99149,-0.999104,0.203008,0.138737,-0.853478,-0.716613,-0.914463,0.077121,-0.763327,ULCER
-0.673404,-0.656272,-0.483871,-0.65712,-0.717742,-0.977563,-0.975275,-0.007519,0.139817,-0.936428,-0.372141,-0.775805,0.202951,-0.862544,ULCER
-0.741156,-0.743839,-0.516129,-0.744525,-0.790323,-0.972113,-0.973982,0.037594,0.140173,-0.944441,0.133157,-0.785249,0.486409,-0.904998,ULCER
-0.562946,-0.531774,-0.516129,-0.533298,-0.604839,-0.985208,-0.994133,0.157895,0.140994,-0.778845,-0.145305,-0.784019,0.372193,-0.816884,ULCER
-0.600972,-0.539728,-0.290323,-0.540852,-0.58871,-0.972877,-0.996332,-0.18797,0.13508,-0.967788,0.150719,-0.803694,0.341758,-0.83574,ULCER
-0.718948,-0.720441,-0.548387,-0.721212,-0.758065,-0.959944,-0.994801,0.082707,0.141033,-0.961359,-0.380847,-0.876934,0.035618,-0.874142,ULCER
-0.655693,-0.595068,-0.290323,-0.596015,-0.66129,-0.934945,-0.965696,-0.18797,0.140861,-0.932591,-0.312013,-0.813581,0.387657,-0.886892,ULCER
-0.645847,-0.613439,-0.419355,-0.614312,-0.66129,-0.977476,-0.969252,-0.142857,0.140854,-0.93761,-0.486202,-0.869506,0.052272,-0.833141,ULCER
-0.695156,-0.662883,-0.419355,-0.663949,-0.725806,-0.980318,-0.973395,-0.007519,0.138767,-0.962534,0.040599,-0.736504,0.283561,-0.870567,ULCER
-0.728065,-0.706899,-0.387097,-0.708191,-0.758065,-0.965334,-0.97709,-0.007519,0.138506,-0.923005,0.413062,-0.802612,0.570976,-0.883133,ULCER
-0.60125,-0.546881,-0.322581,-0.547876,-0.604839,-0.967013,-0.979102,-0.12782,0.140813,-0.891672,-0.004785,-0.760212,0.466501,-0.803342,ULCER
-0.736578,-0.721609,-0.419355,-0.722428,-0.758065,-0.98057,-0.973875,-0.037594,0.140877,-0.975946,0.192436,-0.836748,0.322983,-0.885182,ULCER
-0.553843,-0.500938,-0.387097,-0.502421,-0.556452,-0.984015,-0.975225,-0.157895,0.140499,-0.864801,-0.206479,-0.699614,0.420011,-0.804568,ULCER
-0.716956,-0.677991,-0.290323,-0.678805,-0.620968,-0.970451,-0.965162,-0.233083,0.14067,-0.904146,0.071212,-0.716436,0.434174,-0.783638,ULCER
-0.634575,-0.591855,-0.387097,-0.592177,-0.532258,-0.958393,-0.983174,-0.022556,0.139926,-0.910531,0.086629,-0.861243,0.383194,-0.757789,ULCER
-0.493679,-0.424411,-0.354839,-0.42533,-0.362903,-0.975225,-0.973665,0.067669,0.140134,-0.836188,-0.133352,-0.749736,0.164827,-0.7599,ULCER
-0.632356,-0.586766,-0.354839,-0.587938,-0.645161,-0.989235,-0.978521,-0.203008,0.140891,-0.893337,0.091726,-0.845552,0.37263,-0.910834,ULCER
-0.526558,-0.465677,-0.322581,-0.46652,-0.532258,-0.968565,-0.952127,0.037594,0.140783,-0.635065,-0.131497,-0.755835,0.319339,-0.749071,ULCER
-0.657102,-0.619033,-0.354839,-0.619911,-0.653226,-0.961666,-0.976774,-0.037594,0.140911,-0.893709,-0.309597,-0.829124,0.234467,-0.779098,ULCER
-0.496345,-0.420636,-0.322581,-0.421816,-0.483871,-0.977648,-0.951292,-0.203008,0.14086,-0.81274,-0.222737,-0.713534,0.128379,-0.470417,ULCER
-0.680065,-0.643899,-0.354839,-0.64521,-0.685484,-0.990222,-0.990441,-0.142857,0.139662,-0.958998,0.062909,-0.878163,0.325946,-0.896308,ULCER
-0.168931,-0.093878,-0.451613,-0.095124,-0.16129,-0.977561,-0.991375,0.112782,0.140424,-0.776897,-0.764115,-0.869851,-0.352238,-0.623574,ULCER
-0.107274,0.042557,-0.032258,0.042072,-0.016129,-0.96453,-0.991307,-0.022556,0.140721,-0.757596,-0.50983,-0.768033,-0.062311,-0.804945,ULCER
-0.736752,-0.722201,-0.354839,-0.722797,-0.774194,-0.945827,-0.972706,-0.082707,0.140241,-0.886045,-0.06793,-0.734783,0.472333,-0.803264,ULCER
-0.5612,-0.512648,-0.419355,-0.513687,-0.467742,-0.992475,-0.982998,-0.203008,0.140997,-0.916438,0.325993,-0.784708,0.459952,-0.787204,ULCER
-0.065531,0.021059,-0.354839,0.019595,-0.064516,-0.966929,-0.9873,-0.007519,0.139842,-0.772774,-0.336957,-0.787905,0.011004,-0.783218,ULCER
-0.329906,-0.183018,-0.064516,-0.1837,-0.137097,-0.935452,-0.983007,-0.097744,0.140585,-0.896956,-0.500106,-0.764984,0.01579,-0.877939,ULCER
-0.669376,-0.649688,-0.483871,-0.650997,-0.693548,-0.984322,-0.981092,-0.037594,0.140411,-0.928684,-0.255303,-0.849438,0.193723,-0.693666,ULCER
-0.696558,-0.693073,-0.516129,-0.694131,-0.741935,-0.981835,-0.987823,0.052632,0.140746,-0.916553,-0.11336,-0.731094,0.4701,-0.721703,ULCER
-0.611523,-0.58007,-0.451613,-0.581459,-0.645161,-0.978694,-0.97488,-0.172932,0.137898,-0.903738,0.044578,-0.742407,0.307747,-0.871161,ULCER
-0.359498,-0.255757,-0.193548,-0.256903,-0.346774,-0.932273,-0.97608,-0.052632,0.140809,-0.864969,-0.594434,-0.784904,-0.260848,-0.833624,ULCER
-0.752799,-0.76234,-0.548387,-0.763173,-0.790323,-0.968991,-0.976178,0.022556,0.140848,-0.969285,-0.118095,-0.787265,0.219221,-0.882797,ULCER
0.071785,0.179399,-0.258065,0.178457,0.104839,-0.984832,-0.993778,-0.007519,0.137926,-0.791266,-0.088891,-0.577187,0.073301,-0.716526,ULCER
-0.625186,-0.580895,-0.387097,-0.582314,-0.540323,-0.96982,-0.981473,-0.097744,0.140405,-0.903237,-0.039977,-0.805858,0.439248,-0.784512,ULCER
