@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-13,15-25,27-29,31-39,41-52,54-76,78-86,88-92,94-120,122-131,133-179,181-186'

@attribute color_bgr_g_intensity1 numeric
@attribute color_lab_a_mean numeric
@attribute color_lab_b_variance numeric
@attribute color_lab_l_intensity2 numeric
@attribute color_luv_u_variance numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_intensity1 numeric
@attribute color_norm_r_frequency1 numeric
@attribute haralick_lab_b_correlation numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_g_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.314741,0.297188,-0.99439,-0.112903,-0.819555,-0.968748,-0.362745,-0.68,0.023968,-0.96259,-0.912784,NON_ULCER
-0.545817,0.449078,-0.992972,-0.322581,-0.985332,-0.993485,-0.196078,-0.416,-0.414811,-0.987064,-0.935283,NON_ULCER
-0.649402,0.394432,-0.978147,-0.403226,-0.981333,-0.963338,-0.205882,-0.632,0.561385,-0.94775,-0.768884,NON_ULCER
-0.346614,0.361899,-0.988134,-0.112903,-0.971191,-0.991011,-0.323529,-0.184,-0.054523,-0.974322,-0.952841,NON_ULCER
0.14741,0.065129,-0.918143,0.274194,-0.735372,-0.899618,-0.470588,-0.696,-0.504907,-0.88379,-0.871697,NON_ULCER
-0.250996,0.235994,-0.939617,0.056452,-0.972702,-0.983822,-0.382353,-0.904,-0.916396,-0.869488,-0.78492,NON_ULCER
0.051793,-0.050241,-0.895478,0.169355,-0.926517,-0.975215,-0.460784,-0.32,0.19864,-0.898407,-0.799993,NON_ULCER
-0.243028,0.259491,-0.9666,-0.056452,-0.976733,-0.962452,-0.362745,-0.6,-0.206306,-0.976732,-0.879785,NON_ULCER
-0.410359,0.348802,-0.983704,-0.096774,-0.951168,-0.969306,-0.343137,-0.48,0.247262,-0.9686,-0.899904,NON_ULCER
-0.689243,0.458329,-0.971002,-0.459677,-0.973247,-0.973841,-0.107843,-0.584,0.142717,-0.96505,-0.922571,NON_ULCER
-0.36255,0.435553,-0.981169,-0.137097,-0.848609,-0.951022,-0.264706,-0.736,-0.314417,-0.973925,-0.496855,NON_ULCER
0.091633,-0.051088,-0.969469,0.145161,-0.923826,-0.984256,-0.460784,-0.568,-0.477122,-0.825028,-0.864563,NON_ULCER
-0.338645,0.342051,-0.991056,-0.137097,-0.974727,-0.990556,-0.303922,-0.544,-0.577748,-0.984383,-0.967964,NON_ULCER
-0.243028,0.198139,-0.988781,0.032258,-0.938389,-0.983938,-0.352941,-0.56,-0.36812,-0.831108,-0.872074,NON_ULCER
-0.593625,0.454935,-0.98669,-0.33871,-0.984728,-0.991411,-0.186275,-0.472,-0.078028,-0.979182,-0.930429,NON_ULCER
-0.330677,0.202982,-0.981191,-0.145161,-0.90826,-0.969263,-0.333333,-0.624,-0.203971,-0.939698,-0.870127,NON_ULCER
-0.410359,0.315342,-0.946893,-0.08871,-0.978622,-0.98445,-0.372549,-0.928,-0.357716,-0.840485,-0.861395,NON_ULCER
-0.219124,0.128921,-0.968208,-0.064516,-0.915422,-0.971481,-0.441176,-0.832,-0.076392,-0.92862,-0.809096,NON_ULCER
-0.593625,0.488953,-0.927502,-0.370968,-0.986393,-0.950915,-0.176471,-0.544,0.628605,-0.97573,-0.935381,NON_ULCER
-0.314741,0.159045,-0.974713,-0.145161,-0.977709,-0.99568,-0.372549,-0.44,-0.332119,-0.964992,-0.908943,NON_ULCER
-0.553785,0.400244,-0.965393,-0.322581,-0.975491,-0.972991,-0.264706,-0.76,-0.505875,-0.959018,-0.895263,NON_ULCER
-0.61753,0.569122,-0.904424,-0.379032,-0.963782,-0.96859,-0.029412,-0.816,0.805913,-0.968087,-0.70626,NON_ULCER
-0.721116,0.50069,-0.979896,-0.508065,-0.959093,-0.942113,0.009804,-0.712,0.181083,-0.981022,-0.786362,NON_ULCER
-0.043825,-0.041537,-0.894416,0.08871,-0.934763,-0.984693,-0.431373,-0.464,-0.170945,-0.772328,-0.868303,NON_ULCER
-0.585657,0.454041,-0.978793,-0.362903,-0.993487,-0.996227,-0.196078,-0.472,-0.471355,-0.991521,-0.960878,NON_ULCER
-0.545817,0.507961,-0.985465,-0.258065,-0.980527,-0.986943,-0.196078,-0.52,0.004326,-0.975017,-0.936955,NON_ULCER
-0.633466,0.458958,-0.975653,-0.419355,-0.989699,-0.99321,-0.156863,-0.448,-0.256807,-0.990222,-0.961358,NON_ULCER
-0.697211,0.499305,-0.945699,-0.475806,-0.945738,-0.978804,-0.127451,-0.808,-0.265743,-0.989211,-0.954177,NON_ULCER
-0.498008,0.446413,-0.973836,-0.169355,-0.950184,-0.973557,-0.27451,-0.552,0.20212,-0.966455,-0.88583,NON_ULCER
-0.458167,0.349626,-0.908365,-0.225806,-0.970223,-0.975631,-0.284314,-0.528,-0.434456,-0.935646,-0.826247,NON_ULCER
-0.553785,0.397033,-0.917869,-0.282258,-0.972157,-0.981519,-0.254902,-0.496,0.765652,-0.909771,-0.899602,NON_ULCER
-0.729084,0.445193,-0.938948,-0.508065,-0.952984,-0.967922,-0.107843,-0.68,-0.351987,-0.991888,-0.834965,NON_ULCER
-0.227092,0.029183,-0.921528,-0.024194,-0.975542,-0.992583,-0.392157,-0.512,-0.393888,-0.940541,-0.885193,NON_ULCER
-0.601594,0.52035,-0.927692,-0.282258,-0.962486,-0.944475,-0.235294,-0.552,0.490075,-0.923541,-0.921576,NON_ULCER
-0.258964,0.092572,-0.91935,-0.096774,-0.953507,-0.959055,-0.392157,-0.248,0.551414,-0.95428,-0.844855,NON_ULCER
-0.458167,0.493743,-0.982111,-0.225806,-0.968997,-0.994553,-0.22549,-0.408,-0.362849,-0.985572,-0.938047,NON_ULCER
-0.713147,0.411813,-0.978229,-0.467742,-0.982393,-0.989998,-0.068627,-0.576,0.09881,-0.992623,-0.960348,NON_ULCER
-0.49004,0.374185,-0.888635,-0.403226,-0.941221,-0.930926,-0.156863,-0.856,-0.420703,-0.928561,-0.887863,ULCER
-0.370518,0.297344,-0.992817,-0.177419,-0.981395,-0.980756,-0.27451,-0.92,-0.922113,-0.842232,-0.857826,ULCER
0.139442,0.191536,-0.991451,0.330645,-0.99168,-0.979443,-0.411765,-0.984,-0.997381,-0.929433,-0.908408,ULCER
-0.752988,0.382406,-0.89184,-0.548387,-0.861054,-0.865603,0.058824,-0.896,-0.590244,-0.908667,-0.701347,ULCER
-0.195219,-0.069867,-0.989413,-0.112903,-0.920833,-0.972733,-0.441176,-0.728,-0.654659,-0.86307,-0.822724,ULCER
-0.673307,0.334066,-0.95581,-0.322581,-0.867602,-0.909065,-0.078431,-0.648,0.17413,-0.782146,-0.741768,ULCER
-0.115538,0.232389,-0.986989,0.370968,-0.981096,-0.973037,-0.431373,-0.976,-0.988565,-0.859856,-0.879781,ULCER
-0.2749,0.36357,-0.995699,0.08871,-0.993453,-0.987865,-0.372549,-0.984,-0.99434,-0.92234,-0.953567,ULCER
-0.601594,0.227495,-0.940945,-0.467742,-0.812669,-0.91702,-0.039216,-0.96,-0.417856,-0.777154,-0.819669,ULCER
-0.760956,0.23544,-0.978137,-0.58871,-0.957527,-0.89078,-0.117647,-0.752,-0.033164,-0.868081,-0.85349,ULCER
-0.52988,0.217611,-0.983316,-0.346774,-0.927039,-0.941386,-0.22549,-0.576,0.43455,-0.865744,-0.776418,ULCER
-0.593625,0.325743,-0.971985,-0.41129,-0.917259,-0.957968,-0.127451,-0.784,-0.091307,-0.838856,-0.84978,ULCER
0.027888,-0.2496,-0.953511,0.16129,-0.788323,-0.95104,-0.470588,-0.712,-0.251621,-0.752833,-0.751676,ULCER
-0.115538,-0.106804,-0.959175,-0.040323,-0.923148,-0.977475,-0.411765,-0.496,-0.070432,-0.692457,-0.824481,ULCER
0.01992,-0.308195,-0.919615,0.032258,-0.958177,-0.984285,-0.470588,-0.312,-0.11427,-0.863534,-0.797142,ULCER
-0.665339,0.291692,-0.979709,-0.491935,-0.934605,-0.905192,-0.137255,-0.768,0.490087,-0.799735,-0.789247,ULCER
-0.059761,0.17963,-0.99307,0.185484,-0.99294,-0.991002,-0.421569,-0.968,-0.993293,-0.947804,-0.972647,ULCER
-0.059761,-0.254596,-0.94626,0.048387,-0.92995,-0.982169,-0.45098,-0.536,-0.355028,-0.892839,-0.833296,ULCER
-0.665339,0.304358,-0.98193,-0.274194,-0.94804,-0.890116,-0.137255,-0.808,-0.262369,-0.884391,-0.857587,ULCER
-0.258964,0.163866,-0.994928,-0.08871,-0.996394,-0.997518,-0.372549,-0.92,-0.978298,-0.953983,-0.980042,ULCER
-0.577689,0.284242,-0.972671,-0.024194,-0.96632,-0.96059,-0.343137,-0.968,-0.329897,-0.831199,-0.765814,ULCER
-0.513944,0.280431,-0.768922,-0.274194,-0.892983,-0.885473,-0.166667,-0.944,-0.529258,-0.799165,-0.783391,ULCER
-0.641434,0.297798,-0.969987,-0.483871,-0.953862,-0.909333,-0.176471,-0.808,-0.500887,-0.967166,-0.886033,ULCER
-0.569721,0.250747,-0.978572,-0.330645,-0.966579,-0.978087,-0.22549,-0.6,-0.291026,-0.850635,-0.828579,ULCER
-0.657371,0.341092,-0.964123,-0.387097,-0.908593,-0.920941,-0.147059,-0.808,-0.267265,-0.745345,-0.764212,ULCER
-0.051793,0.151944,-0.996412,0.185484,-0.98628,-0.987946,-0.401961,-0.984,-0.993828,-0.911244,-0.937208,ULCER
0.139442,-0.207985,-0.962345,0.169355,-0.889968,-0.99384,-0.5,-0.464,0.402603,-0.944505,-0.651981,NON_ULCER
0.011952,-0.154852,-0.98973,0.153226,-0.979673,-0.997954,-0.431373,-0.368,-0.381649,-0.993404,-0.944014,NON_ULCER
0.354582,-0.212242,-0.889057,0.459677,-0.961543,-0.993149,-0.529412,-0.216,-0.066834,-0.837624,-0.730387,NON_ULCER
0.14741,-0.242482,-0.983992,0.274194,-0.900354,-0.988714,-0.470588,-0.272,0.455688,-0.973049,-0.715735,NON_ULCER
0.410359,-0.342914,-0.97926,0.540323,-0.988359,-0.998457,-0.539216,-0.504,-0.587104,-0.967982,0.32507,NON_ULCER
-0.003984,-0.088726,-0.979436,0.185484,-0.779057,-0.966678,-0.480392,-0.704,-0.088052,-0.959292,-0.792254,NON_ULCER
0.099602,-0.225566,-0.974801,0.201613,-0.970493,-0.998456,-0.470588,-0.36,-0.334172,-0.945246,-0.790628,NON_ULCER
0.10757,-0.239487,-0.942811,0.169355,-0.962342,-0.997901,-0.470588,-0.024,0.065994,-0.926343,-0.729126,NON_ULCER
0.673307,-0.359817,-0.952124,0.677419,-0.963736,-0.99475,-0.568627,-0.224,-0.141705,-0.926061,-0.844648,NON_ULCER
0.625498,-0.413396,-0.980127,0.685484,-0.900644,-0.992786,-0.568627,-0.392,0.046501,-0.952875,-0.870711,NON_ULCER
0.155378,-0.260303,-0.868688,0.169355,-0.861569,-0.965667,-0.490196,-0.256,0.138118,-0.968929,-0.789786,NON_ULCER
0.52988,-0.296577,-0.963956,0.540323,-0.975024,-0.99661,-0.539216,-0.216,-0.547841,-0.954672,-0.893003,NON_ULCER
-0.601594,-0.227721,-0.982638,-0.217742,-0.982688,-0.947347,-0.421569,-0.952,-0.95669,-0.787428,-0.800837,NON_ULCER
0.01992,-0.275561,-0.991776,0.137097,-0.941555,-0.992795,-0.470588,-0.288,-0.222515,-0.987735,-0.926813,NON_ULCER
0.482072,-0.296837,-0.980105,0.540323,-0.943539,-0.996977,-0.539216,-0.456,-0.454445,-0.953842,-0.870449,NON_ULCER
0.203187,-0.345518,-0.940304,0.298387,-0.956851,-0.993158,-0.5,-0.28,-0.205897,-0.965875,-0.834351,NON_ULCER
0.219124,-0.149022,-0.903585,0.387097,-0.891548,-0.981487,-0.480392,-0.416,-0.042779,-0.927843,-0.858536,NON_ULCER
0.187251,-0.206739,-0.990797,0.322581,-0.982439,-0.998529,-0.480392,0.048,-0.270291,-0.983133,-0.873847,NON_ULCER
0.051793,-0.291482,-0.992932,0.258065,-0.983692,-0.998405,-0.490196,0.168,-0.067609,-0.992108,-0.910736,NON_ULCER
-0.322709,0.27279,-0.979921,-0.16129,-0.899981,-0.969737,-0.303922,-0.72,-0.372755,-0.8938,-0.787506,NON_ULCER
0.266932,-0.270449,-0.975542,0.427419,-0.970909,-0.997892,-0.509804,-0.04,-0.198086,-0.965603,-0.898686,NON_ULCER
0.370518,-0.269049,-0.964147,0.491935,-0.970745,-0.995972,-0.509804,-0.272,-0.177906,-0.961651,0.118853,NON_ULCER
0.250996,-0.248329,-0.976504,0.387097,-0.965384,-0.996856,-0.519608,-0.184,0.228212,-0.954929,-0.868627,NON_ULCER
0.561753,-0.307406,-0.952034,0.556452,-0.947367,-0.998158,-0.539216,-0.488,-0.645973,-0.963916,-0.930352,NON_ULCER
-0.23506,-0.283488,-0.978709,-0.137097,-0.992121,-0.992124,-0.411765,-0.96,-0.943503,-0.742998,-0.72903,NON_ULCER
-0.051793,0.040993,-0.94411,-0.032258,-0.809838,-0.934731,-0.45098,-0.712,-0.02857,-0.954903,-0.728494,NON_ULCER
1,0.206046,-0.991421,1,-0.996843,-0.988139,-0.392157,-0.984,-0.994916,-0.938256,-0.907622,ULCER
-0.155378,0.203814,-0.990617,0.040323,-0.990793,-0.996242,1,-1,-0.997796,-0.955508,-0.990533,ULCER
-0.23506,0.248696,-0.96494,-0.048387,-0.947527,-0.963449,-0.362745,-0.872,-0.836666,-0.803342,-0.872153,ULCER
-0.338645,0.290173,-0.978941,-0.145161,-0.943898,-0.972893,-0.382353,-0.952,-0.960004,-0.852519,-0.895861,ULCER
0.035857,0.222417,-0.985084,0.225806,-0.994404,-0.982452,-0.421569,-0.968,-0.987551,-0.883137,-0.910083,ULCER
-0.713147,0.343562,-0.972113,-0.451613,-0.954441,-0.975997,-0.107843,-0.784,-0.364386,-0.930026,-0.763134,ULCER
-0.227092,0.190711,-0.984594,-0.056452,-0.916998,-0.979507,-0.372549,-0.888,-0.847068,-0.756998,-0.885061,ULCER
-0.593625,0.384759,-0.976792,-0.443548,-0.942685,-0.953309,-0.215686,-0.8,0.463194,-0.643853,-0.652599,ULCER
-0.593625,0.200787,-0.95359,-0.451613,-0.770651,-0.975044,-0.245098,-0.944,-0.878894,-0.797515,-0.823697,ULCER
-0.346614,0.02111,-0.981563,0.137097,-0.986504,-0.988855,-0.45098,-0.96,-0.992761,-0.872563,-0.971272,ULCER
-0.553785,0.442341,-0.896008,-0.435484,-0.937024,-0.950494,-0.078431,-0.768,-0.110514,-0.868478,-0.826582,ULCER
-0.649402,0.345906,-0.972784,-0.435484,-0.957851,-0.937774,-0.088235,-0.776,-0.219345,-0.877852,-0.828791,ULCER
0.083665,0.117707,-0.98597,0.274194,-0.953879,-0.96582,-0.460784,-0.984,-0.991399,-0.864022,-0.914498,ULCER
-0.2749,0.118983,-0.995174,-0.104839,-0.996726,-0.981356,-0.392157,-0.976,-0.995084,-0.92986,-0.962867,ULCER
-0.577689,0.233869,-0.973887,-0.370968,-0.978571,-0.952856,-0.186275,-0.848,-0.606465,-0.80639,-0.771525,ULCER
-0.601594,0.349303,-0.876339,-0.290323,-0.748641,-0.953959,-0.215686,-0.72,0.492721,-0.90038,-0.842466,ULCER
-0.187251,0.218165,-0.992672,0.322581,-0.996142,-0.988329,-0.421569,-0.976,-0.991287,-0.870395,-0.959874,ULCER
-0.474104,0.112774,-0.924363,-0.322581,-0.708104,-0.954998,-0.323529,-0.92,-0.911835,-0.742585,-0.927299,ULCER
-0.577689,0.293166,-0.973981,-0.370968,-0.910848,-0.911675,-0.127451,-0.856,-0.244645,-0.688999,-0.759797,ULCER
-0.713147,0.309432,-0.828649,-0.475806,-0.789608,-0.905837,-0.137255,-0.824,-0.153466,-0.679462,-0.815455,ULCER
-0.61753,0.355731,-0.969508,-0.282258,-0.965456,-0.988058,-0.107843,-0.744,-0.499828,-0.943059,-0.850903,ULCER
-0.187251,0.295848,-0.990862,0.120968,-0.984526,-0.987027,-0.401961,-0.952,-0.964365,-0.788058,-0.900806,ULCER
-0.673307,0.180466,-0.909118,-0.467742,-0.832223,-0.778474,-0.058824,-0.872,-0.170751,-0.75759,-0.826578,ULCER
-0.505976,0.428544,-0.966222,-0.290323,-0.911965,-0.969591,-0.147059,-0.696,0.068543,-0.88678,-0.898983,ULCER
-0.378486,0.284109,-0.982041,0.193548,-0.98548,-0.97581,-0.313725,-0.976,-0.983906,-0.823895,-0.853103,ULCER
-0.36255,0.214378,-0.982453,-0.209677,-0.973679,-0.984229,-0.323529,-0.96,-0.961128,-0.90585,-0.842252,ULCER
-0.569721,0.35644,-0.971219,-0.330645,-0.924247,-0.904473,-0.205882,-0.784,-0.414694,-0.705949,-0.771149,ULCER
-0.721116,0.359096,-0.969591,-0.330645,-0.923915,-0.90722,-0.058824,-0.816,-0.536963,-0.964963,-0.793685,ULCER
-0.250996,0.266727,-0.985012,0.056452,-0.986369,-0.984601,-0.313725,-0.976,-0.99044,-0.889629,-0.965405,ULCER
-0.354582,0.164747,-0.994882,-0.137097,-0.992281,-0.994936,-0.352941,-0.976,-0.996503,-0.967168,-0.969739,ULCER
-0.561753,0.334216,-0.95804,-0.274194,-0.932226,-0.990061,-0.176471,-0.728,-0.558335,-0.975888,-0.937241,ULCER
-0.219124,0.194047,-0.983682,0.209677,-0.9543,-0.982535,-0.362745,-0.984,-0.98952,-0.861316,-0.944347,ULCER
-0.386454,0.257392,-0.995532,0.056452,-0.995674,-0.982683,-0.372549,-0.984,-0.994792,-0.926066,-0.931964,ULCER
-0.609562,0.27737,-0.941219,-0.427419,-0.954495,-0.924846,-0.166667,-0.696,-0.3095,-0.774591,-0.722662,ULCER
-0.091633,-0.107609,-0.924185,0.032258,-0.910358,-0.97044,-0.460784,-0.656,-0.407103,-0.859282,-0.830091,NON_ULCER
-0.243028,0.057037,-0.978751,-0.032258,-0.962363,-0.99579,-0.441176,-0.44,-0.494783,-0.968064,-0.807341,NON_ULCER
0.003984,-0.165611,-0.971125,0.137097,-0.982911,-0.996809,-0.45098,0.272,0.014168,-0.985195,-0.872443,NON_ULCER
-0.083665,0.020312,-0.890555,0.064516,-0.88204,-0.989317,-0.392157,-0.56,0.508995,-0.906729,-0.826724,NON_ULCER
-0.10757,-0.227702,-0.94682,0.201613,-0.994441,-0.997415,-0.470588,-0.216,-0.319281,-0.980229,-0.664491,NON_ULCER
-0.49004,0.204647,-0.866636,-0.298387,-0.937262,-0.924277,-0.254902,-0.752,0.078844,-0.876638,-0.784613,NON_ULCER
-0.330677,0.199397,-0.949632,-0.120968,-0.962603,-0.978579,-0.343137,-0.48,0.247428,-0.837245,-0.718852,NON_ULCER
0.035857,-0.178879,-0.961883,0.129032,-0.981514,-0.997497,-0.45098,-0.272,-0.387769,-0.92274,-0.739977,NON_ULCER
-0.298805,0.14961,-0.94666,-0.08871,-0.979359,-0.998582,-0.372549,-0.464,-0.207183,-0.987078,-0.928931,NON_ULCER
-0.474104,0.269627,-0.858467,-0.274194,-0.915346,-0.936093,-0.235294,-0.752,-0.090269,-0.815495,-0.813458,NON_ULCER
-0.219124,0.1552,-0.970711,-0.064516,-0.98646,-0.971707,-0.372549,-0.6,-0.388049,-0.962358,-0.911472,NON_ULCER
-0.298805,0.142808,-0.984079,-0.08871,-0.98551,-0.992172,-0.362745,-0.296,-0.383279,-0.984651,-0.952633,NON_ULCER
-0.40239,0.177624,-0.957058,-0.209677,-0.980264,-0.980243,-0.362745,-0.52,0.070283,-0.959611,-0.906837,NON_ULCER
-0.426295,0.18075,-0.883494,-0.096774,-0.846413,-0.983009,-0.362745,-0.632,-0.366142,-0.861398,-0.826575,NON_ULCER
-0.211155,0.089121,-0.976585,-0.024194,-0.96938,-0.989865,-0.382353,-0.16,-0.280603,-0.973502,-0.888934,NON_ULCER
-0.577689,-0.118941,-0.973411,-0.298387,-0.994052,-0.949425,-0.411765,-0.968,-0.942797,-0.777243,-0.717476,NON_ULCER
0.266932,-0.086398,-0.88976,0.403226,-0.962009,-0.996857,-0.509804,-0.688,-0.809229,-0.94595,-0.854637,NON_ULCER
-0.792829,-0.01188,-0.967619,-0.274194,-0.988865,-0.851116,-0.392157,-0.976,-0.945601,-0.812862,-0.849534,NON_ULCER
-0.458167,0.29691,-0.973243,-0.274194,-0.976135,-0.987311,-0.284314,-0.592,-0.553308,-0.980796,-0.937563,NON_ULCER
0.091633,-0.223261,-0.976257,0.209677,-0.990241,-0.997036,-0.460784,-0.104,-0.173237,-0.994194,-0.95711,NON_ULCER
-0.410359,0.229317,-0.977294,-0.120968,-0.990336,-0.990934,-0.323529,-0.392,-0.004201,-0.981341,-0.934268,NON_ULCER
-0.354582,-0.101892,-0.955067,-0.177419,-0.96973,-0.996219,-0.421569,-0.888,-0.949092,-0.942127,-0.872826,NON_ULCER
-0.354582,0.099992,-0.946763,-0.024194,-0.980489,-0.993518,-0.372549,-0.336,-0.375294,-0.981441,-0.907205,NON_ULCER
-0.051793,-0.168586,-0.996106,0.16129,-0.97142,-0.996167,-0.460784,-0.16,0.183721,-0.990661,0.369379,NON_ULCER
-0.035857,0.072949,-0.745765,0.064516,-0.879299,-0.988838,-0.490196,-0.888,-0.540474,-0.91319,-0.757835,NON_ULCER
-0.203187,0.152356,-0.931468,-0.153226,-0.97464,-0.983362,-0.372549,0.088,0.56384,-0.964122,-0.888519,NON_ULCER
0.01992,-0.19239,-0.956409,0.177419,-0.981835,-0.994021,-0.460784,0.48,0.389795,-0.967398,-0.865167,NON_ULCER
-0.075697,-0.210433,-0.979818,0.112903,-0.990374,-0.998077,-0.45098,0.76,0.497374,-0.949255,0.215214,NON_ULCER
-0.442231,0.22947,-0.98398,-0.258065,-0.994194,-0.994248,-0.303922,-0.536,-0.426499,-0.982041,-0.90718,NON_ULCER
-0.290837,0.163114,-0.953116,-0.169355,-0.986433,-0.976349,-0.352941,-0.592,-0.450843,-0.926663,-0.801394,NON_ULCER
-0.370518,0.222758,-0.84941,-0.129032,-0.840614,-0.974968,-0.460784,-0.912,-0.175719,-0.952664,-0.932601,NON_ULCER
-0.10757,-0.016783,-0.948537,0.072581,-0.936956,-0.972177,-0.441176,-0.6,-0.398507,-0.943687,-0.769653,NON_ULCER
-0.298805,0.123566,-0.951811,-0.056452,-0.961312,-0.994662,-0.431373,-0.736,-0.276432,-0.96684,-0.901508,NON_ULCER
-0.450199,-0.072498,-0.966635,-0.395161,-0.985675,-0.908868,-0.343137,-0.968,-0.963756,-0.843222,-0.860349,NON_ULCER
-0.521912,-0.363203,-0.785596,-0.443548,-0.96263,-0.986639,-0.22549,-0.736,0.18055,-0.872118,-0.93129,ULCER
-0.40239,-0.346551,-0.917734,-0.435484,-0.973352,-0.992884,-0.27451,-0.72,-0.377684,-0.890697,-0.952907,ULCER
-0.577689,-0.370861,-0.895745,-0.467742,-0.961535,-0.990234,-0.245098,-0.68,-0.470926,-0.917932,-0.90912,ULCER
-0.633466,-0.390124,-0.935789,-0.459677,-0.987224,-0.988488,-0.27451,-0.784,0.230392,-0.901391,-0.942472,ULCER
-0.633466,-0.384536,-0.888571,-0.75,-0.960626,-0.961305,-0.176471,-0.664,0.3392,-0.884641,-0.913309,ULCER
-0.705179,-0.406194,-0.625934,-0.677419,-0.801217,-0.976001,-0.22549,-0.696,-0.235306,-0.888172,-0.925378,ULCER
-0.553785,-0.141177,-0.939661,-0.524194,-0.855166,-0.952015,-0.343137,-0.888,-0.769651,-0.858944,-0.895815,ULCER
-0.513944,-0.379435,-0.91596,-0.491935,-0.945104,-0.983749,-0.323529,-0.704,0.120322,-0.784542,-0.820182,ULCER
-0.944223,-0.372364,-0.608189,-0.903226,-0.855523,-0.660722,-0.117647,-0.848,-0.131841,-0.808081,-0.885832,ULCER
-0.593625,-0.416666,-0.906353,-0.516129,-0.964776,-0.978076,-0.313725,-0.576,0.397464,-0.926684,-0.927509,ULCER
-0.585657,-0.348143,-0.738917,-0.475806,-0.928538,-0.871044,-0.22549,-0.624,0.516129,-0.863206,-0.802303,ULCER
-0.721116,-0.339357,-0.793202,-0.346774,-0.73366,-0.932103,-0.421569,-0.944,-0.824013,-0.767614,-0.80074,ULCER
-0.657371,-0.134181,-0.713571,-0.459677,-0.607486,-0.833212,-0.529412,-0.856,-0.393671,-0.690431,-0.810932,ULCER
-0.36255,-0.443867,-0.970849,-0.395161,-0.95335,-0.963679,-0.558824,-0.808,-0.822626,-0.800377,-0.85896,ULCER
-0.960159,-0.458296,-0.715167,-0.822581,-0.93062,-0.575925,0.127451,-0.936,-0.449805,-0.768668,-0.812798,ULCER
-0.354582,-0.357165,-0.971065,-0.048387,-0.969533,-0.9889,-0.54902,-0.76,-0.704022,-0.466492,-0.828533,ULCER
-0.537849,-0.103024,-0.700734,-0.419355,-0.548549,-0.895094,-0.401961,-0.872,-0.54672,-0.54277,-0.898619,ULCER
-0.713147,-0.193988,-0.69475,-0.427419,-0.777713,-0.965683,-0.137255,-0.864,-0.398426,-0.847973,-0.850783,ULCER
-0.442231,-0.381494,-0.602623,-0.024194,-0.928049,-0.97461,-0.470588,-0.976,-0.968604,-0.748461,-0.876896,ULCER
-0.179283,-0.52866,-0.961462,0.016129,-0.99047,-0.991316,-0.598039,-0.352,-0.53904,-0.536564,-0.809069,ULCER
-0.505976,-0.231664,-0.945216,-0.451613,-0.913448,-0.97014,-0.470588,-0.816,-0.406791,-0.66476,-0.845905,ULCER
-0.306773,-0.298681,-0.946563,-0.217742,-0.969455,-0.984735,-0.519608,-0.8,-0.711376,-0.736449,-0.775937,ULCER
-0.482072,-0.127866,-0.846525,-0.395161,-0.693291,-0.923011,-0.460784,-0.936,-0.789893,-0.652214,-0.885891,ULCER
-0.179283,-0.329324,-0.954153,-0.274194,-0.96605,-0.993243,-0.519608,-0.928,-0.963507,-0.775427,-0.976017,ULCER
-0.243028,-0.411492,-0.951704,-0.064516,-0.926629,-0.98914,-0.588235,-0.672,-0.389658,-0.341668,-0.801856,ULCER
-0.027888,-0.333701,-0.977794,-0.185484,-0.933195,-0.977704,-0.539216,-0.872,-0.880618,-0.518179,-0.907285,ULCER
-0.195219,-0.31708,-0.956599,-0.104839,-0.939115,-0.976023,-0.54902,-0.872,-0.800792,-0.485418,-0.846642,ULCER
-0.250996,-0.254833,-0.933087,-0.580645,-0.98086,-0.94088,-0.5,-0.912,-0.908979,-0.709385,-0.913893,ULCER
-0.083665,-0.612266,-0.893991,0.016129,-0.974595,-0.996747,-0.588235,-0.88,-0.908769,-0.848285,-0.954688,ULCER
-0.10757,-0.42152,-0.941717,-0.096774,-0.942022,-0.989983,-0.598039,-0.664,-0.63681,-0.638505,-0.825459,ULCER
-0.067729,-0.350993,-0.9809,0.032258,-0.938683,-0.985865,-0.588235,-0.936,-0.878699,-0.778157,-0.9194,ULCER
-0.314741,-0.150541,-0.941173,-0.209677,-0.85081,-0.981303,-0.529412,-0.952,-0.945959,-0.8274,-0.937293,ULCER
-0.250996,-0.354183,-0.435958,-0.112903,-0.556844,-0.960849,-0.529412,-0.928,-0.418935,-0.629789,-0.836114,ULCER
-0.665339,-0.10788,-0.60733,-0.612903,-0.450648,-0.908919,-0.215686,-0.944,-0.70788,-0.743486,-0.789127,ULCER
-0.49004,-0.182511,-0.927007,-0.330645,-0.931568,-0.973212,-0.45098,-0.824,-0.610518,-0.506316,-0.88399,ULCER
-0.155378,-0.321409,-0.890854,-0.08871,-0.741111,-0.948103,-0.588235,-0.952,-0.895732,-0.80213,-0.81331,ULCER
0.035857,-0.405313,-0.989545,0.064516,-0.984509,-0.99856,-0.578431,-0.976,-0.991945,-0.890237,-0.932365,ULCER
-0.370518,-0.30516,-0.865834,-0.282258,-0.971163,-0.976651,-0.460784,-0.688,-0.478257,-0.741535,-0.898146,ULCER
