@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-6,8-40,42-54,56-77,79-84,86-121,124-129,131-158,160-185'

@attribute color_bgr_b_centroid numeric
@attribute color_lab_a_intensity2 numeric
@attribute color_luv_l_centroid numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_intensity1 numeric
@attribute haralick_luv_u_contrast numeric
@attribute haralick_luv_u_energy numeric
@attribute haralick_luv_v_homogeneity numeric
@attribute lbph_bgr_b_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.084337,-0.614286,0,-0.998961,-0.375494,-0.974263,-0.471527,-0.32308,0.861636,-0.914154,NON_ULCER
0.108434,-0.657143,0.245902,-0.999977,-0.375494,-1,-0.853449,-0.9103,0.512292,-0.975335,NON_ULCER
-0.076305,-0.642857,0.02459,-0.998163,-0.375494,-0.961432,-0.679542,-0.545771,0.752341,-0.818756,NON_ULCER
0.028112,-0.685714,0.057377,-0.998299,-0.367589,-0.966572,-0.779596,-0.629749,0.294227,-0.822251,NON_ULCER
-0.036145,-0.642857,0.188525,-0.999748,-0.407115,-0.992009,-0.687,-0.675864,0.438284,-0.92435,NON_ULCER
-0.253012,-0.528571,-0.180328,-0.999247,-0.383399,-0.993622,-0.754458,-0.779614,0.780822,-0.928207,NON_ULCER
0.044177,-0.571429,0.122951,-0.999485,-0.367589,-0.997674,-0.974803,-0.960112,0.33215,-0.98349,NON_ULCER
-0.124498,-0.571429,-0.04918,-0.998381,-0.375494,-0.963758,-0.722462,-0.514834,0.859208,-0.933582,NON_ULCER
0.02008,-0.657143,0.180328,-0.999728,-0.375494,-0.997486,-0.78951,-0.836019,0.744149,-0.969583,NON_ULCER
-0.236948,-0.542857,-0.196721,-0.99895,-0.359684,-0.975876,-0.862534,-0.822296,0.6527,-0.906605,NON_ULCER
-0.060241,-0.642857,0.114754,-0.99946,-0.407115,-0.981166,-0.616388,-0.587271,0.598247,-0.886462,NON_ULCER
-0.293173,-0.528571,-0.229508,-0.99813,-0.375494,-0.982217,-0.744099,-0.636958,0.895559,-0.937365,NON_ULCER
-0.060241,-0.557143,-0.008197,-0.99904,-0.359684,-0.997711,-0.989383,-0.988675,0.053752,-0.996806,NON_ULCER
0.060241,-0.657143,0.188525,-0.999741,-0.375494,-0.992384,0.207781,-0.209336,0.869388,-0.92018,NON_ULCER
-0.012048,-0.657143,0.098361,-0.999047,-0.375494,-0.996774,-0.942214,-0.923331,0.585209,-0.971957,NON_ULCER
-0.148594,-0.542857,-0.098361,-0.997842,-0.367589,-0.959932,-0.829281,-0.681734,0.778864,-0.938323,NON_ULCER
-0.012048,-0.642857,0.147541,-0.999184,-0.375494,-0.994635,-0.791629,-0.823176,0.763354,-0.960504,NON_ULCER
0.108434,-0.7,0.213115,-0.99819,-0.367589,-0.906357,-0.526841,-0.04469,0.754087,-0.810016,NON_ULCER
-0.012048,-0.514286,0.032787,-0.991059,-0.343874,-0.889249,-0.853481,-0.642925,0.709055,-0.867279,NON_ULCER
0.004016,-0.657143,0.122951,-0.999226,-0.375494,-0.97794,-0.454043,-0.392835,0.811948,-0.885901,NON_ULCER
0.012048,-0.685714,0.139344,-0.999359,-0.375494,-0.991033,-0.958404,-0.931175,0.466314,-0.933339,NON_ULCER
-0.004016,-0.585714,0.02459,-0.998086,-0.351779,-0.986869,-0.84935,-0.826314,0.589013,-0.95129,NON_ULCER
-0.253012,-0.485714,-0.221311,-0.997997,-0.391304,-0.983868,-0.799908,-0.76602,0.614037,-0.960493,NON_ULCER
-0.092369,-0.557143,0.016393,-0.998796,-0.391304,-0.965222,-0.297747,-0.200661,0.872965,-0.911241,NON_ULCER
-0.060241,-0.557143,0.065574,-0.999278,-0.391304,-0.980529,-0.573811,-0.498553,0.788909,-0.932851,NON_ULCER
-0.116466,-0.642857,0.008197,-0.997652,-0.391304,-0.949352,-0.715287,-0.51611,0.683759,-0.884288,NON_ULCER
-0.534137,-0.3,-0.319672,-0.983775,-0.525692,-0.937084,-0.805309,-0.627177,0.74645,-0.871517,ULCER
-0.51004,-0.285714,-0.319672,-0.969946,-0.501976,-0.941248,-0.777464,-0.632021,0.76954,-0.91874,ULCER
-0.598394,-0.357143,-0.434426,-0.991911,-0.525692,-0.959069,-0.950161,-0.87205,0.588439,-0.939525,ULCER
-0.654618,-0.414286,-0.508197,-0.976769,-0.525692,-0.947101,-0.889534,-0.737043,0.753849,-0.899136,ULCER
-0.590361,-0.3,-0.344262,-0.966685,-0.549407,-0.976102,-0.935811,-0.865925,0.64584,-0.9696,ULCER
-0.542169,-0.314286,-0.352459,-0.982719,-0.509881,-0.9722,-0.934476,-0.848269,0.633482,-0.929618,ULCER
-0.518072,-0.414286,-0.409836,-0.949646,-0.44664,-0.971862,-0.941851,-0.869421,0.81558,-0.91017,ULCER
-0.574297,-0.342857,-0.409836,-0.969186,-0.517787,-0.954792,-0.841208,-0.739046,0.729714,-0.956049,ULCER
-0.550201,-0.371429,-0.377049,-0.985313,-0.509881,-0.949652,-0.838305,-0.68927,0.815279,-0.813148,ULCER
-0.598394,-0.3,-0.393443,-0.991151,-0.541502,-0.983342,-0.946008,-0.882457,0.68841,-0.929978,ULCER
-0.477912,-0.4,-0.352459,-0.976387,-0.462451,-0.943949,-0.775985,-0.574031,0.848044,-0.849588,ULCER
-0.421687,-0.314286,-0.237705,-0.979636,-0.478261,-0.887786,-0.832867,-0.580898,0.895872,-0.875241,ULCER
-0.461847,-0.342857,-0.278689,-0.947106,-0.494071,-0.855972,-0.775838,-0.363148,0.824509,-0.780291,ULCER
-0.614458,-0.342857,-0.42623,-0.992639,-0.525692,-0.932357,-0.705635,-0.417303,0.812971,-0.897125,ULCER
-0.084337,-0.428571,0.090164,-0.991526,-0.438735,-0.975989,-0.979771,-0.969114,0.475033,-0.981299,ULCER
-0.574297,-0.328571,-0.336066,-0.984035,-0.509881,-0.945675,-0.923882,-0.791207,0.831335,-0.899005,ULCER
-0.526104,-0.328571,-0.352459,-0.953104,-0.509881,-0.815116,-0.771647,-0.364573,0.951899,-0.813125,ULCER
-0.196787,-0.6,-0.204918,-0.998533,-0.328063,-0.993922,-0.796938,-0.76052,0.61394,-0.949651,NON_ULCER
0.028112,-0.6,0.065574,-0.99944,-0.351779,-0.998012,-0.964062,-0.96205,0.464091,-0.987694,NON_ULCER
-0.108434,-0.542857,-0.040984,-0.998424,-0.375494,-0.963346,-0.776832,-0.683824,0.744796,-0.916725,NON_ULCER
-0.148594,-0.557143,-0.163934,-0.995194,-0.328063,-0.952954,-0.74786,-0.622092,0.49909,-0.935607,NON_ULCER
-0.140562,-0.542857,-0.188525,-0.986137,-0.304348,-0.941061,-0.919032,-0.847206,0.395699,-0.976915,NON_ULCER
-0.253012,-0.614286,-0.254098,-0.997235,-0.320158,-0.979291,-0.459093,-0.398629,0.677779,-0.390365,NON_ULCER
-0.036145,-0.614286,0.008197,-0.999936,1,-0.999812,-0.979336,-0.986987,-0.085063,-0.993325,NON_ULCER
0.381526,-0.514286,0.409836,-0.998896,-0.351779,-0.997111,-0.990687,-0.988581,0.22964,-0.978222,NON_ULCER
-0.341365,-0.614286,-0.327869,-0.999169,-0.351779,-0.991296,-0.767148,-0.763645,0.69245,-0.404579,NON_ULCER
-0.220884,-0.585714,-0.204918,-0.999285,-0.343874,-0.990358,-0.766361,-0.71102,0.670206,-0.946427,NON_ULCER
0.084337,-0.571429,0.106557,-0.997096,-0.343874,-0.976889,-0.845629,-0.772364,0.757727,-0.889408,NON_ULCER
-0.02008,-0.571429,0.040984,-0.998945,-0.367589,-0.991784,-0.887885,-0.847738,0.648714,-0.951845,NON_ULCER
-0.092369,-0.557143,-0.07377,-0.998721,-0.335968,-0.980341,-0.697058,-0.615096,0.682624,-0.96527,NON_ULCER
-0.180723,-0.585714,-0.098361,-0.999172,-0.359684,-0.988107,-0.694544,-0.694583,0.803134,-0.954259,NON_ULCER
0.269076,-0.628571,0.377049,-0.99844,-0.335968,-0.962633,-0.851789,-0.750273,0.754097,-0.845594,NON_ULCER
0.084337,-0.542857,0.155738,-0.99902,-0.367589,-0.96267,-0.416646,-0.384305,0.805755,-0.932273,NON_ULCER
-0.068273,-0.571429,-0.02459,-0.998554,-0.343874,-0.983305,-0.724224,-0.673533,0.605314,-0.965553,NON_ULCER
-0.269076,-0.514286,-0.270492,-0.981461,-0.343874,-0.918063,-0.90063,-0.794255,0.819284,-0.851878,ULCER
-0.815261,-0.757143,-0.92623,-0.972561,-0.146245,-0.991821,-0.831208,-0.866868,0.59961,-0.94035,ULCER
-0.759036,-0.728571,-0.877049,-0.942257,-0.13834,-0.966085,-0.874306,-0.842745,0.816187,-0.83551,ULCER
-0.068273,-0.6,-0.090164,-0.990141,-0.312253,-0.935808,-0.933675,-0.831975,0.643419,-0.911758,ULCER
-0.341365,-0.571429,-0.377049,-0.958621,-0.304348,-0.902906,-0.954528,-0.836571,0.787311,-0.819656,ULCER
-0.614458,-0.542857,-0.598361,-0.94722,-0.454545,-0.901443,-0.890778,-0.725938,0.815442,-0.836534,ULCER
-0.036145,-0.714286,-0.04918,-0.993094,-0.312253,-0.92823,-0.919923,-0.801371,0.625639,-0.844242,ULCER
-0.606426,-0.7,-0.737705,-0.997205,-0.185771,-0.999437,-0.98926,-0.991268,0.176125,-0.9877,ULCER
-0.365462,-0.571429,-0.42623,-0.96653,-0.335968,-0.926541,-0.945925,-0.844707,0.56557,-0.924047,ULCER
0.060241,-0.671429,0.057377,-0.996204,-0.320158,-0.902793,-0.801683,-0.599458,0.741887,-0.866232,ULCER
-0.116466,-0.614286,-0.131148,-0.992694,-0.320158,-0.949802,-0.983178,-0.949058,0.221824,-0.903652,ULCER
-0.325301,-0.714286,-0.344262,-0.985917,-0.304348,-0.96721,-0.898669,-0.800968,0.648734,-0.882471,ULCER
-0.389558,-0.485714,-0.418033,-0.95886,-0.359684,-0.86929,-0.934626,-0.760573,0.789491,-0.839458,ULCER
-0.164659,-0.614286,-0.180328,-0.989326,-0.320158,-0.924441,-0.896598,-0.715247,0.734327,-0.894122,ULCER
-0.718876,-0.7,-0.811475,-0.963192,-0.288538,-0.91855,-0.495178,-0.301703,0.953162,-0.761208,ULCER
-0.518072,-0.614286,-0.5,-0.968391,-0.383399,-0.870378,-0.762291,-0.456715,0.795875,-0.708027,ULCER
-0.855422,-0.685714,-0.909836,-0.912115,-0.367589,-0.967248,-0.969869,-0.924839,0.584886,-0.89921,ULCER
-0.293173,-0.628571,-0.196721,-0.985123,-0.312253,-0.811514,-0.854943,-0.604453,0.789722,-0.787456,ULCER
-0.341365,-0.442857,-0.295082,-0.976559,-0.391304,-0.929018,-0.932798,-0.874471,0.674104,-0.903069,ULCER
-0.39759,-0.7,-0.344262,-0.998386,-0.367589,-0.99411,-0.955297,-0.956728,0.486776,-0.903091,ULCER
-0.108434,-0.585714,-0.131148,-0.993715,-0.312253,-0.906695,-0.928986,-0.868174,0.47375,-0.865944,ULCER
-0.614458,-0.7,-0.631148,-0.965473,-0.470356,-0.907483,-0.837472,-0.703265,0.829973,-0.79969,ULCER
-0.405622,-0.557143,-0.377049,-0.972319,-0.359684,-0.901067,-0.936082,-0.851759,0.732468,-0.843713,ULCER
-0.493976,-0.571429,-0.42623,-0.955948,-0.367589,-0.90662,-0.929182,-0.834271,0.761028,-0.861534,ULCER
-0.100402,-0.514286,-0.114754,-0.994085,-0.320158,-0.947739,-0.824891,-0.775967,0.778555,-0.88955,ULCER
-0.638554,-0.714286,-0.737705,-0.933572,-0.146245,-0.948189,-0.60315,-0.511629,0.899805,-0.852155,ULCER
0.052209,-0.642857,0.057377,-0.998934,-0.320158,-0.984693,-0.884563,-0.893799,0.551726,-0.950255,ULCER
-0.799197,-0.485714,-0.770492,-0.745171,-0.44664,-0.92324,-0.845335,-0.693404,0.575607,-0.868758,ULCER
-0.654618,-0.6,-0.663934,-0.938895,-0.383399,-0.926354,-0.896667,-0.766508,0.724414,-0.838544,ULCER
-0.35743,-0.657143,-0.377049,-0.976145,-0.304348,-0.906282,-0.856009,-0.674275,0.842844,-0.751735,ULCER
-0.726908,-0.714286,-0.819672,-0.957535,-0.233202,-0.973175,-0.764035,-0.724818,0.865749,-0.814155,ULCER
-0.02008,-0.585714,-0.040984,-0.99454,-0.304348,-0.943162,-0.922471,-0.85827,0.390696,-0.867063,ULCER
-0.301205,-0.457143,-0.319672,-0.985218,-0.335968,-0.944812,-0.94379,-0.854777,0.692952,-0.855575,ULCER
-0.7751,-0.471429,-0.754098,-0.831982,-0.509881,-0.864526,-0.803769,-0.601794,0.845123,-0.813613,ULCER
-0.24498,-0.642857,-0.245902,-0.966569,-0.328063,-0.83061,-0.858727,-0.689033,0.803395,-0.845089,ULCER
-0.325301,-0.4,-0.270492,-0.963219,-0.399209,-0.840552,-0.847424,-0.662774,0.811064,-0.832327,ULCER
-0.767068,-0.671429,-0.885246,-0.893621,-0.264822,-0.931156,-0.885256,-0.788353,0.783936,-0.898168,ULCER
-0.373494,-0.428571,-0.352459,-0.985478,-0.367589,-0.826221,-0.790035,-0.467881,0.816354,-0.812026,ULCER
-0.542169,-0.471429,-0.540984,-0.961929,-0.359684,-0.894427,-0.866947,-0.692336,0.765694,-0.854062,ULCER
-0.309237,-0.528571,-0.467213,-0.974593,-0.335968,-0.838039,-0.852462,-0.691947,0.622378,-0.790844,ULCER
-0.678715,-0.471429,-0.614754,-0.980641,-0.486166,-0.994222,-0.993339,-0.986581,0.22964,-0.979829,ULCER
-0.269076,-0.557143,-0.303279,-0.961896,-0.328063,-0.882759,-0.938603,-0.82482,0.788246,-0.811577,ULCER
-0.212851,-0.485714,-0.163934,-0.985377,-0.367589,-0.853233,-0.795547,-0.473751,0.785999,-0.806752,ULCER
-0.333333,-0.485714,-0.352459,-0.975713,-0.335968,-0.934833,-0.887689,-0.769022,0.747154,-0.874666,ULCER
-0.767068,-0.728571,-0.877049,-0.909532,-0.15415,-0.966647,-0.938572,-0.902146,0.768865,-0.910838,ULCER
-0.558233,-0.4,-0.5,-0.983466,-0.44664,-0.981316,-0.970623,-0.947183,0.563272,-0.888635,ULCER
-0.156627,-0.671429,-0.139344,-0.987144,-0.351779,-0.851395,-0.79363,-0.581736,0.823897,-0.848841,ULCER
-0.871486,-0.457143,-0.786885,-0.919686,-0.644269,-0.907558,-0.865864,-0.621615,0.780251,-0.88187,ULCER
-0.140562,-0.485714,-0.139344,-0.990115,-0.343874,-0.951078,-0.940012,-0.843595,0.570447,-0.945333,ULCER
-0.028112,-0.542857,-0.040984,-0.995835,-0.328063,-0.915474,-0.875978,-0.684671,0.591852,-0.882132,ULCER
-0.148594,-0.542857,-0.155738,-0.991433,-0.335968,-0.955505,-0.949281,-0.887703,0.583269,-0.818739,ULCER
-0.62249,-0.642857,-0.696721,-0.939665,-0.288538,-0.89045,-0.921933,-0.837225,0.68406,-0.791182,ULCER
-0.35743,-0.428571,-0.352459,-0.925755,-0.41502,-0.867189,-0.948687,-0.858132,0.765728,-0.844927,ULCER
-0.204819,-0.485714,-0.204918,-0.994398,-0.335968,-0.958731,-0.962568,-0.910677,0.618897,-0.940122,ULCER
-0.261044,-0.442857,-0.262295,-0.962603,-0.351779,-0.865013,-0.848538,-0.604034,0.799121,-0.834826,ULCER
-0.437751,-0.7,-0.516393,-0.97621,-0.272727,-0.974188,-0.878792,-0.839041,0.754723,-0.816495,ULCER
-0.831325,-0.528571,-0.852459,-0.644653,-0.375494,-0.88047,-0.917016,-0.78363,0.650138,-0.837524,ULCER
-0.116466,-0.528571,-0.114754,-0.988535,-0.335968,-0.92868,-0.941491,-0.798225,0.683378,-0.897402,ULCER
-0.293173,-0.657143,-0.270492,-0.984339,-0.343874,-0.877544,-0.749024,-0.491246,0.808248,-0.74129,ULCER
-0.148594,-0.685714,-0.07377,-0.99455,-0.367589,-0.905907,-0.769078,-0.625401,0.763748,-0.77059,ULCER
-0.534137,-0.4,-0.47541,-0.98755,-0.422925,-0.970286,-0.914547,-0.866098,0.85792,-0.912927,ULCER
0.052209,-0.6,-0.008197,-0.996352,-0.328063,-0.889024,-0.757707,-0.430501,0.691797,-0.789059,ULCER
-0.39759,-0.485714,-0.393443,-0.978887,-0.343874,-0.94605,-0.968867,-0.915987,0.738243,-0.905619,ULCER
-0.212851,-0.6,-0.237705,-0.98048,-0.320158,-0.941323,-0.885952,-0.773316,0.763629,-0.862362,ULCER
-0.253012,-0.642857,-0.196721,-0.989299,-0.351779,-0.798158,-0.816389,-0.58529,0.756967,-0.825546,ULCER
-0.172691,-0.5,-0.204918,-0.988871,-0.320158,-0.933182,-0.932584,-0.843998,0.695132,-0.787051,ULCER
-0.188755,-0.714286,-0.196721,-0.989941,-0.320158,-0.943237,-0.764115,-0.590137,0.712234,-0.648064,ULCER
-0.188755,-0.685714,-0.131148,-0.995776,-0.359684,-0.959031,-0.836922,-0.784341,0.639268,-0.869214,ULCER
-0.349398,-0.557143,-0.270492,-0.983116,-0.391304,-0.844829,-0.848864,-0.65492,0.759931,-0.82121,ULCER
-0.670683,-0.7,-0.663934,-0.945234,-0.343874,-0.957043,-0.810517,-0.755199,0.851415,-0.730508,ULCER
-0.196787,-0.485714,-0.180328,-0.990004,-0.343874,-0.712957,-0.666409,-0.105561,0.828789,-0.79001,ULCER
0.060241,-0.514286,0.065574,-0.995962,-0.328063,-0.958881,-0.919696,-0.830457,0.582561,-0.900643,ULCER
-0.269076,-0.728571,-0.352459,-0.996364,-0.272727,-0.988932,-0.899823,-0.921132,0.60485,-0.805091,ULCER
0.02008,-0.714286,0.081967,-0.997668,-0.343874,-0.974451,-0.883237,-0.849537,0.501466,-0.834634,ULCER
0.076305,-0.6,0.098361,-0.993068,-0.328063,-0.796732,-0.784502,-0.408539,0.732192,-0.76357,ULCER
-0.317269,-0.714286,-0.385246,-0.987006,-0.249012,-0.961545,-0.81586,-0.748018,0.722958,-0.760169,ULCER
-0.574297,-0.714286,-0.688525,-0.975978,-0.225296,-0.916374,-0.093222,0.013971,0.878896,-0.602972,ULCER
-0.791165,-0.728571,-0.92623,-0.977779,-0.16996,-0.982254,-0.598099,-0.629169,0.846786,-0.727561,ULCER
-0.678715,-0.6,-0.729508,-0.899506,-0.399209,-0.953066,-0.974584,-0.930427,0.545619,-0.868323,ULCER
-0.236948,-0.585714,-0.352459,-0.973893,-0.367589,-0.888499,-0.985073,-0.950173,0.428242,-0.829217,ULCER
-0.196787,-0.457143,-0.311475,-0.97795,-0.343874,-0.866064,-0.948098,-0.834864,0.776345,-0.906067,ULCER
-0.253012,-0.485714,-0.245902,-0.993405,-0.367589,-0.992647,-0.987761,-0.978783,0.307215,-0.944092,ULCER
-0.742972,-0.485714,-0.721311,-0.69826,-0.462451,-0.746797,-0.808301,-0.457223,0.803338,-0.778908,ULCER
0.108434,-0.557143,0.155738,-0.999257,-0.375494,-0.991033,-0.912251,-0.873488,0.522779,-0.364589,NON_ULCER
-0.164659,-0.528571,-0.139344,-0.997223,-0.375494,-0.973888,-0.593889,-0.525724,0.856808,-0.883702,NON_ULCER
0.124498,-0.471429,0.147541,-0.997902,-0.351779,-0.991896,-0.944158,-0.923813,0.370069,-0.975206,NON_ULCER
-0.068273,-0.528571,-0.057377,-0.998887,-0.367589,-0.986944,-0.593462,-0.573959,0.829481,-0.931302,NON_ULCER
0.188755,-0.485714,0.196721,-0.998593,-0.351779,-0.98942,-0.943508,-0.913925,0.242507,-0.956182,NON_ULCER
0.036145,-0.5,0.04918,-0.995385,-0.335968,-0.932844,-0.544671,-0.331218,0.869952,-0.931425,NON_ULCER
-0.028112,-0.485714,-0.016393,-0.998688,-0.343874,-0.969686,-0.658992,-0.59248,0.830154,-0.954024,NON_ULCER
0.108434,-0.485714,0.098361,-0.999105,-0.328063,-0.992909,-0.87042,-0.872407,0.694745,-0.96352,NON_ULCER
0.036145,-0.485714,0.040984,-0.998385,-0.335968,-0.981241,-0.893672,-0.817332,0.610111,-0.937817,NON_ULCER
-0.269076,-0.485714,-0.213115,-0.995456,-0.351779,-0.983643,-0.892073,-0.885546,0.591097,-0.890448,NON_ULCER
-0.124498,-0.485714,-0.131148,-0.999102,-0.343874,-0.98987,-0.838109,-0.803332,0.363695,-0.979393,NON_ULCER
0.140562,-0.528571,0.139344,-0.99921,-0.335968,-0.991221,-0.830024,-0.801926,0.436613,-0.964609,NON_ULCER
0.172691,-0.485714,0.204918,-0.999769,-0.335968,-0.998799,-0.974529,-0.982237,0.293516,-0.985185,NON_ULCER
-0.228916,-0.514286,-0.188525,-0.994986,-0.383399,-0.952616,-0.685487,-0.430157,0.857851,-0.933482,NON_ULCER
0.124498,-0.542857,0.237705,-0.999703,-0.367589,-0.996323,-0.82315,-0.871425,0.571668,-0.978562,NON_ULCER
-0.285141,-0.542857,-0.147541,-0.993881,-0.422925,-0.987057,-0.816382,-0.768533,0.582179,-0.226786,NON_ULCER
0.068273,-0.514286,0.07377,-0.998761,-0.335968,-0.962858,-0.588186,-0.405939,0.872596,-0.933726,NON_ULCER
0.092369,-0.542857,0.172131,-0.99954,-0.367589,-0.98293,-0.691225,-0.659083,0.714333,-0.969117,NON_ULCER
0.124498,-0.5,0.180328,-0.998879,-0.367589,-0.995761,-0.966487,-0.946706,0.362701,-0.964646,NON_ULCER
-0.044177,-0.5,-0.040984,-0.999163,-0.335968,-0.990883,-0.755659,-0.755364,0.649348,-0.947354,NON_ULCER
-0.293173,-0.442857,-0.262295,-0.992361,-0.375494,-0.937084,-0.908395,-0.803113,0.836737,-0.881858,NON_ULCER
0.028112,-0.542857,0.114754,-0.999248,-0.375494,-0.971712,-0.622345,-0.552253,0.807282,-0.886494,NON_ULCER
-0.052209,-0.471429,-0.008197,-0.996844,-0.367589,-0.978803,-0.785778,-0.731224,0.798734,-0.955436,NON_ULCER
-0.044177,-0.514286,0.02459,-0.996109,-0.367589,-0.978315,-0.763327,-0.663005,0.780664,-0.949814,NON_ULCER
-0.028112,-0.528571,0.065574,-0.998499,-0.375494,-0.975014,-0.797566,-0.73209,0.751034,-0.885538,NON_ULCER
-0.108434,-0.514286,-0.02459,-0.998773,-0.375494,-0.983718,-0.666766,-0.629302,0.748536,-0.91417,NON_ULCER
0.044177,-0.5,0.008197,-0.999257,-0.335968,-0.986569,-0.793008,-0.750364,0.583514,-0.952327,NON_ULCER
-0.236948,-0.485714,-0.163934,-0.998034,-0.391304,-0.996999,-0.96552,-0.968076,0.409595,-0.989736,NON_ULCER
-0.060241,-0.557143,0.040984,-0.998617,-0.383399,-0.98927,-0.892775,-0.851095,0.508645,-0.080487,NON_ULCER
-0.140562,-0.528571,-0.02459,-0.997952,-0.407115,-0.969761,-0.791197,-0.641989,0.72669,-0.192225,NON_ULCER
-0.285141,-0.5,-0.204918,-0.99911,-0.391304,-1,-0.959234,-0.975081,0.2802,-0.986325,NON_ULCER
-0.180723,-0.471429,-0.147541,-0.994311,-0.351779,-0.963308,-0.929187,-0.835859,0.755246,-0.974991,NON_ULCER
-0.13253,-0.485714,-0.114754,-0.998695,-0.351779,-0.980979,-0.911345,-0.882261,0.676618,-0.968951,NON_ULCER
-0.156627,-0.457143,-0.155738,-0.99858,-0.343874,-0.972462,-0.639367,-0.58124,0.834639,-0.943371,NON_ULCER
0.004016,-0.457143,0,-0.999185,-0.335968,-0.980379,-0.648752,-0.579521,0.829741,-0.970569,NON_ULCER
-0.100402,-0.5,-0.02459,-0.998321,-0.383399,-0.976777,-0.770549,-0.716765,0.381237,-0.238239,NON_ULCER
-0.253012,-0.514286,-0.147541,-0.99805,-0.407115,-0.985819,-0.33089,-0.382723,0.899414,-0.911847,NON_ULCER
-0.341365,-0.514286,-0.237705,-0.998102,-0.407115,-0.989195,-0.561587,-0.717722,0.73052,-0.907838,NON_ULCER
-0.124498,-0.471429,-0.147541,-0.999106,-0.335968,-0.984243,-0.693276,-0.59949,0.751153,-0.978226,NON_ULCER
-0.148594,-0.542857,-0.04918,-0.998498,-0.399209,-0.996398,-0.919963,-0.915269,0.392991,-0.537705,NON_ULCER
-0.068273,-0.542857,-0.032787,-0.998673,-0.391304,-0.960382,-0.277305,-0.027368,0.884722,-0.470197,NON_ULCER
-0.421687,-0.514286,-0.344262,-0.979993,-0.438735,-0.945075,-0.643554,-0.53717,0.798059,-0.908441,NON_ULCER
-0.044177,-0.5,-0.065574,-0.999391,-0.328063,-0.996736,-0.908881,-0.924488,0.570517,-0.970731,NON_ULCER
-0.076305,-0.471429,-0.081967,-0.999405,-0.335968,-0.983455,-0.822478,-0.746958,0.682426,-0.969057,NON_ULCER
-0.413655,-0.528571,-0.377049,-0.997029,-0.375494,-0.931269,-0.61298,-0.31625,0.874003,-0.863844,NON_ULCER
0.012048,-0.557143,0.131148,-0.998795,-0.367589,-0.985406,-0.896357,-0.82527,0.502654,-0.132068,NON_ULCER
-0.293173,-0.528571,-0.188525,-0.998356,-0.407115,-0.987169,-0.793379,-0.773395,0.696493,-0.272772,NON_ULCER
-0.253012,-0.514286,-0.098361,-0.998863,-0.399209,-0.978878,-0.525628,-0.488459,0.878392,-0.949131,NON_ULCER
-0.116466,-0.528571,-0.02459,-0.99915,-0.383399,-0.996211,-0.965609,-0.958831,0.423294,-0.986829,NON_ULCER
-0.124498,-0.6,-0.098361,-0.994316,-0.335968,-0.925979,-0.812056,-0.551209,0.682973,-0.920687,NON_ULCER
-0.076305,-0.485714,-0.106557,-0.99808,-0.320158,-0.954942,-0.534412,-0.45367,0.802102,-0.874039,NON_ULCER
-0.204819,-0.471429,-0.295082,-0.998026,-0.320158,-0.992459,-0.853774,-0.838426,0.589267,-0.976822,NON_ULCER
-0.317269,-0.528571,-0.303279,-0.996523,-0.343874,-0.958243,-0.564146,-0.494547,0.601463,-0.963734,NON_ULCER
-0.317269,-0.514286,-0.204918,-0.996825,-0.422925,-0.97884,-0.716501,-0.63839,0.857226,-0.907582,NON_ULCER
-0.301205,-0.514286,-0.229508,-0.996897,-0.391304,-0.956855,-0.628349,-0.500795,0.832576,-0.941931,NON_ULCER
-0.24498,-0.5,-0.155738,-0.998331,-0.367589,-0.980866,-0.763078,-0.698706,0.670365,-0.896156,NON_ULCER
-0.236948,-0.514286,-0.254098,-0.999185,-0.335968,-0.990621,-0.830171,-0.796483,0.74143,-0.953831,NON_ULCER
-0.180723,-0.428571,-0.147541,-0.995523,-0.367589,-0.981054,-0.931018,-0.90437,0.429777,-0.901,NON_ULCER
-0.196787,-0.528571,-0.188525,-0.999256,-0.343874,-0.989045,-0.930402,-0.905214,0.707082,-0.962813,NON_ULCER
-0.301205,-0.5,-0.237705,-0.998243,-0.343874,-0.965934,-0.423081,-0.2627,0.87309,-0.909109,NON_ULCER
-0.140562,-0.5,-0.163934,-0.999027,-0.335968,-0.986756,-0.717229,-0.705109,0.768216,-0.931719,NON_ULCER
-0.333333,-0.557143,-0.311475,-0.995866,-0.312253,-0.954717,-0.867828,-0.798424,0.392667,-0.972935,NON_ULCER
-0.405622,-0.528571,-0.229508,-0.994353,-0.399209,-0.979478,-0.665714,-0.641302,0.738259,-0.331383,NON_ULCER
-0.124498,-0.485714,-0.02459,-0.998138,-0.367589,-0.963946,-0.760876,-0.702914,0.672389,-0.909142,NON_ULCER
-0.333333,-0.557143,-0.352459,-0.99667,-0.335968,-0.967698,-0.86376,-0.764773,0.76656,-0.97803,NON_ULCER
-0.590361,-0.528571,-0.52459,-0.99332,-0.43083,-0.979178,-0.941426,-0.901332,0.347774,-0.959544,NON_ULCER
-0.164659,-0.485714,-0.221311,-0.998551,-0.335968,-0.978878,-0.522035,-0.507928,0.899544,-0.949497,NON_ULCER
-0.51004,-0.485714,-0.467213,-0.983193,-0.43083,-0.960795,-0.941426,-0.84812,0.625661,-0.957338,NON_ULCER
