@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R2-24,26-31,33-48,50-72,74,76-77,79-101,103-115,117-127,129-137,139-146,148,150-166,168,170,172-174,176-185'

@attribute color_bgr_b_mean numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_a_centroid numeric
@attribute color_luv_l_mean numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_r_mean numeric
@attribute color_norm_r_variance numeric
@attribute haralick_bgr_g_contrast numeric
@attribute haralick_lab_a_correlation numeric
@attribute haralick_luv_v_energy numeric
@attribute haralick_bgr_br_energy numeric
@attribute haralick_lab_ab_contrast numeric
@attribute haralick_lab_ab_entropy numeric
@attribute lbph_bgr_r_entropy numeric
@attribute wavelet_bgr_b_3_lh_entropy numeric
@attribute wavelet_bgr_b_3_hl_entropy numeric
@attribute wavelet_bgr_g_3_lh_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.193907,-0.033105,-0.375,-0.034219,0.140878,-0.521643,-0.986192,-0.947479,-0.97107,-0.852267,-0.917436,-0.905247,0.941158,0.710149,0.166523,0.166583,0.166463,-0.946307,ULCER
-0.214675,-0.119789,-0.34375,-0.121696,0.213963,-0.560334,-0.997996,-0.962158,-0.968423,-0.770267,-0.902603,-0.959253,0.91555,0.851965,0.185204,0.185265,0.185143,-0.904791,ULCER
-0.174197,-0.029319,-0.375,-0.030401,0.168449,-0.54968,-0.996214,-0.937921,-0.95689,-0.819178,-0.887107,-0.894567,0.902565,0.922624,0.248236,0.2483,0.248172,-0.898786,ULCER
-0.041657,0.080703,-0.34375,0.080005,0.200921,-0.559218,-0.997357,-0.839675,-0.966095,-0.896677,-0.933047,-0.856902,0.934952,0.85808,0.198487,0.198548,0.198425,-0.847319,ULCER
-0.064329,0.037823,-0.40625,0.036531,0.226637,-0.584349,-0.997477,-0.85662,-0.94335,-0.80085,-0.890971,-0.914098,0.872699,0.850417,0.303325,0.303392,0.303258,-0.88714,ULCER
-0.124643,0.005383,-0.0625,0.004599,0.149973,-0.460809,-0.997633,-0.952772,-0.968177,-0.901673,-0.924001,-0.917252,0.943287,0.816186,0.172487,0.172547,0.172427,-0.917414,ULCER
-0.073015,0.079128,-0.21875,0.078402,0.150014,-0.498539,-0.996691,-0.977674,-0.968471,-0.890826,-0.917271,-0.938109,0.938034,0.783879,0.177174,0.177235,0.177114,-0.937972,ULCER
-0.046512,0.142797,-0.375,0.141763,0.134592,-0.525017,-0.997333,-0.986848,-0.971978,-0.901332,-0.90047,-0.946244,0.932985,0.794884,0.160437,0.160497,0.160378,-0.958191,ULCER
-0.040102,0.142696,-0.375,0.142349,0.143521,-0.534642,-0.994405,-0.957829,-0.957731,-0.879817,-0.879651,-0.883135,0.914708,0.831213,0.242685,0.242749,0.242622,-0.906042,ULCER
-0.170553,-0.019318,-0.1875,-0.020212,0.137085,-0.483834,-0.994745,-0.988742,-0.958314,-0.827741,-0.855357,-0.920047,0.915775,0.582874,0.232233,0.232297,0.23217,-0.962525,ULCER
-0.019407,0.137219,-0.21875,0.135976,0.158316,-0.518055,-0.995073,-0.868438,-0.96224,-0.801652,-0.928306,-0.89299,0.91951,0.650384,0.215325,0.215387,0.215263,-0.844316,ULCER
-0.122758,0.023435,-0.4375,0.022529,0.181365,-0.571845,-0.994976,-0.939077,-0.96552,-0.840195,-0.901882,-0.947642,0.91498,0.785897,0.207024,0.207086,0.206962,-0.938398,ULCER
-0.198598,-0.063545,-0.25,-0.064388,0.154201,-0.498447,-0.99412,-0.992473,-0.967017,-0.837928,-0.892614,-0.94499,0.930005,0.605625,0.187459,0.18752,0.187398,-0.956025,ULCER
-0.165233,-0.049078,-0.40625,-0.050332,0.204692,-0.57564,-0.99847,-0.858319,-0.942998,-0.818101,-0.899131,-0.904852,0.864483,0.855811,0.305603,0.30567,0.305536,-0.811584,ULCER
-0.209283,-0.062847,-0.28125,-0.064201,0.143064,-0.497367,-0.992905,-0.993773,-0.966052,-0.778707,-0.875399,-0.952695,0.91541,0.658773,0.194124,0.194186,0.194063,-0.948841,ULCER
0.101403,0.181093,-0.40625,0.180263,0.25452,-0.600004,-0.998016,-0.81844,-0.9388,-0.831184,-0.903573,-0.888009,0.879495,0.860791,0.318194,0.318261,0.318126,-0.776313,ULCER
-0.155847,-0.074612,-0.15625,-0.075947,0.211892,-0.515851,-0.996018,-0.871003,-0.971628,-0.909225,-0.941507,-0.92467,0.949952,0.880451,0.155478,0.155537,0.155418,-0.863566,ULCER
-0.088964,-0.04535,-0.15625,-0.045992,0.259037,-0.540702,-0.998438,-0.946352,-0.960761,-0.790577,-0.897399,-0.959361,0.907705,0.805523,0.21939,0.219453,0.219328,-0.912408,NON_ULCER
-0.072617,0.098462,-0.1875,0.098716,0.13407,-0.492658,-0.999635,-0.990367,-0.946969,-0.727437,-0.842978,-0.952767,0.876214,0.689897,0.280359,0.280425,0.280293,-0.934508,NON_ULCER
-0.019271,0.019023,-0.125,0.017544,0.262842,-0.540932,-0.994669,-0.6126,-0.907247,-0.718033,-0.887327,-0.846474,0.84472,0.88641,0.389475,0.389547,0.389404,-0.02357,NON_ULCER
0.060865,0.194122,-0.28125,0.193602,0.190865,-0.546856,-0.997868,-0.936142,-0.958789,-0.766487,-0.917561,-0.926534,0.906022,0.800074,0.23512,0.235184,0.235057,-0.884506,NON_ULCER
0.025245,0.142072,-0.21875,0.140787,0.195384,-0.528813,-0.999206,-0.960694,-0.948727,-0.757841,-0.903334,-0.942696,0.895657,0.884472,0.274541,0.274606,0.274475,-0.89771,NON_ULCER
0.015592,0.156208,-0.25,0.154519,0.176292,-0.528566,-0.999488,-0.992341,-0.966264,-0.726404,-0.873069,-0.970148,0.903745,0.705925,0.193024,0.193085,0.192963,-0.960062,NON_ULCER
0.05383,0.180214,-0.21875,0.179514,0.190028,-0.531722,-0.998412,-0.961619,-0.959316,-0.765034,-0.907313,-0.94585,0.911854,0.752153,0.229318,0.229381,0.229255,-0.913492,NON_ULCER
0.010651,0.141005,-0.21875,0.13905,0.182035,-0.524645,-0.999747,-0.985681,-0.958603,-0.753515,-0.887164,-0.97305,0.889884,0.766653,0.232233,0.232297,0.23217,-0.972874,NON_ULCER
0.075314,0.153381,-0.125,0.152681,0.224796,-0.528283,-0.998662,-0.912937,-0.96064,-0.796812,-0.926889,-0.954666,0.908032,0.779595,0.218379,0.218442,0.218317,-0.908754,NON_ULCER
-0.009426,0.105053,-0.1875,0.103303,0.193567,-0.518728,-0.999324,-0.979581,-0.957805,-0.775314,-0.891902,-0.961403,0.896799,0.784625,0.234161,0.234224,0.234098,-0.926849,NON_ULCER
0.214255,0.250709,-0.1875,0.249409,0.267602,-0.561905,-0.998726,-0.931465,-0.963673,-0.843852,-0.923251,-0.953483,0.919873,0.681072,0.203851,0.203913,0.203789,-0.878524,NON_ULCER
-0.075366,0.129863,-0.21875,0.132835,0.104521,-0.482527,-0.999736,-0.995189,-0.966921,-0.63202,-0.854945,-0.990826,0.873811,0.387356,0.187459,0.18752,0.187398,-0.916675,NON_ULCER
0.050382,0.082392,-0.1875,0.081719,0.271279,-0.553808,-0.995578,-0.869936,-0.954665,-0.777137,-0.930012,-0.91589,0.906952,0.807917,0.248236,0.2483,0.248172,-0.414577,NON_ULCER
-0.123796,0.011924,-0.21875,0.010491,0.165344,-0.511934,-0.99506,-0.973656,-0.950711,-0.831194,-0.866025,-0.943055,0.893663,0.73418,0.267749,0.267814,0.267684,-0.889976,NON_ULCER
-0.017427,0.099548,-0.125,0.097952,0.185905,-0.510061,-0.997026,-0.963621,-0.970241,-0.853251,-0.920775,-0.958608,0.935632,0.832415,0.164103,0.164163,0.164044,-0.838898,NON_ULCER
-0.001709,0.121174,-0.21875,0.120287,0.191549,-0.533027,-0.995786,-0.95816,-0.94544,-0.625113,-0.887971,-0.961762,0.869262,0.793764,0.288479,0.288545,0.288413,-0.892069,NON_ULCER
0.049765,0.186897,-0.25,0.187568,0.180616,-0.53347,-0.998583,-0.963943,-0.949011,-0.757871,-0.881517,-0.95549,0.87674,0.695183,0.275379,0.275444,0.275313,-0.855743,NON_ULCER
0.073418,0.218894,-0.25,0.218187,0.175593,-0.528283,-0.999833,-0.986389,-0.961531,-0.736196,-0.890699,-0.977817,0.887192,0.793169,0.218379,0.218442,0.218317,-0.933505,NON_ULCER
0.198669,0.310342,-0.25,0.309629,0.212597,-0.555453,-0.998997,-0.923348,-0.926978,-0.705083,-0.875984,-0.935851,0.848942,0.739668,0.3472,0.347269,0.34713,-0.859389,NON_ULCER
0.041524,0.188527,-0.25,0.187349,0.171657,-0.524986,-0.999806,-0.972333,-0.956301,-0.657343,-0.892099,-0.973158,0.875288,0.840414,0.243618,0.243682,0.243554,-0.953349,NON_ULCER
-0.077455,0.030152,-0.09375,0.028063,0.187044,-0.497355,-0.999114,-0.9811,-0.958864,-0.733978,-0.89713,-0.96255,0.903865,0.802139,0.226374,0.226437,0.226311,-0.931566,NON_ULCER
-0.124566,-0.026842,-0.0625,-0.028301,0.187762,-0.482181,-0.998797,-0.972217,-0.952536,-0.631892,-0.894379,-0.968786,0.876522,0.791797,0.252784,0.252848,0.25272,-0.943999,NON_ULCER
-0.125515,-0.035314,-0.03125,-0.036198,0.190957,-0.473376,-0.9989,-0.964025,-0.947266,-0.529237,-0.894797,-0.956207,0.872797,0.797554,0.272012,0.272077,0.271947,-0.952411,NON_ULCER
-0.19329,-0.103062,0,-0.103308,0.17561,-0.445057,-0.997655,-0.973861,-0.959642,-0.709107,-0.913714,-0.963374,0.902165,0.777491,0.216346,0.216409,0.216284,-0.919878,NON_ULCER
-0.276988,-0.19679,0.0625,-0.19861,0.173245,-0.424049,-0.998724,-0.986824,-0.952161,-0.718389,-0.864224,-0.960507,0.884223,0.811585,0.249151,0.249215,0.249087,-0.940444,NON_ULCER
-0.055889,0.156914,-0.21875,0.158094,0.103454,-0.486926,-0.999708,-0.994844,-0.963216,-0.601704,-0.867287,-0.991327,0.851337,0.438546,0.209121,0.209183,0.209059,-0.889712,NON_ULCER
-0.058794,0.087368,-0.25,0.086179,0.166782,-0.52897,-0.993095,-0.982817,-0.951127,-0.813049,-0.881551,-0.951082,0.88639,0.663138,0.268607,0.268672,0.268542,-0.900694,NON_ULCER
-0.031794,0.107175,-0.1875,0.105858,0.164879,-0.504461,-0.998517,-0.968501,-0.96336,-0.840445,-0.883041,-0.953985,0.916915,0.693034,0.20597,0.206032,0.205908,-0.881761,NON_ULCER
-0.003232,0.114522,-0.21875,0.113408,0.195485,-0.536822,-0.994955,-0.971605,-0.951139,-0.669374,-0.893954,-0.95782,0.884577,0.742834,0.26689,0.266955,0.266825,-0.888311,NON_ULCER
0.096785,0.219034,-0.25,0.218937,0.195238,-0.542803,-0.996761,-0.950537,-0.955359,-0.787918,-0.904492,-0.941442,0.907094,0.78072,0.249151,0.249215,0.249087,-0.875421,NON_ULCER
0.107874,0.248497,-0.3125,0.246683,0.188205,-0.54352,-0.999302,-0.984969,-0.972314,-0.767746,-0.909354,-0.968177,0.919741,0.71052,0.155478,0.155537,0.155418,-0.913822,NON_ULCER
-0.007156,0.094399,-0.1875,0.093821,0.205603,-0.527117,-0.999755,-0.971914,-0.94802,-0.649569,-0.873206,-0.956099,0.866764,0.862764,0.276215,0.27628,0.276149,-0.935073,NON_ULCER
0.056521,0.21126,0.28125,0.207339,0.122649,-0.397319,-0.993845,-0.90472,-0.99966,-0.993944,-0.995627,-0.991399,0.998752,0.123001,-0.692347,-0.692331,-0.692363,-0.948705,ULCER
-0.58457,-0.382749,0.40625,-0.384153,-0.12026,-0.097829,-0.979951,-0.811746,-0.887554,-0.66838,-0.851344,-0.842603,0.857873,0.794,0.402882,0.402954,0.40281,-0.8581,ULCER
-0.422885,-0.206576,0.53125,-0.20737,-0.056236,-0.165233,-0.966454,-0.84149,-0.952088,-0.76739,-0.940394,-0.891306,0.929157,0.793574,0.230293,0.230356,0.23023,-0.895275,ULCER
-0.501146,-0.305756,0.5,-0.30686,-0.065824,-0.145277,-0.962562,-0.91579,-0.965193,-0.832851,-0.933335,-0.910873,0.949842,0.796362,0.168923,0.168983,0.168863,-0.884903,ULCER
-0.042918,0.083667,0.1875,0.08245,0.146287,-0.422699,-0.989149,-0.903059,-0.948774,-0.836716,-0.927022,-0.897972,0.930306,0.807924,0.258152,0.258217,0.258088,-0.909634,ULCER
-0.230755,-0.046863,0.4375,-0.048235,0.041241,-0.288273,-0.978765,-0.805548,-0.981598,-0.90942,-0.960671,-0.924742,0.973932,0.632738,0.044766,0.044819,0.044712,-0.826232,ULCER
-0.534377,-0.346957,0.40625,-0.348188,-0.068934,-0.150883,-0.988834,-0.928689,-0.949161,-0.789212,-0.903293,-0.906501,0.912203,0.827396,0.246397,0.246461,0.246333,-0.794798,ULCER
-0.265124,-0.086499,0.40625,-0.088025,0.039399,-0.284833,-0.979802,-0.771641,-0.961731,-0.846581,-0.946472,-0.876039,0.948101,0.7645,0.19081,0.190871,0.190749,-0.864357,ULCER
-0.434209,-0.230133,0.5625,-0.231261,-0.04503,-0.156214,-0.988632,-0.925473,-0.92616,-0.74443,-0.886567,-0.898653,0.880662,0.823411,0.314545,0.314613,0.314478,-0.877779,ULCER
-0.579114,-0.372302,0.46875,-0.37441,-0.120685,-0.08508,-0.985474,-0.977082,-0.951945,-0.72708,-0.902846,-0.921087,0.91415,0.711272,0.232233,0.232297,0.23217,-0.906204,ULCER
-0.496043,-0.307308,0.5,-0.308666,-0.057763,-0.141506,-0.962182,-0.895214,-0.955623,-0.858316,-0.917401,-0.880304,0.942217,0.82224,0.216346,0.216409,0.216284,-0.878249,ULCER
-0.505702,-0.317181,0.46875,-0.319267,-0.064824,-0.143332,-0.962489,-0.819146,-0.927396,-0.745155,-0.879738,-0.867904,0.898238,0.85384,0.315278,0.315346,0.315211,-0.895391,ULCER
-0.627375,-0.419903,0.4375,-0.422169,-0.152448,-0.050792,-0.995683,-0.992722,-0.955978,-0.707163,-0.842553,-0.955024,0.910259,0.809054,0.215325,0.215387,0.215263,-0.912544,ULCER
-0.509921,-0.299576,0.5,-0.300003,-0.086214,-0.132729,-0.986979,-0.929114,-0.942935,-0.647971,-0.898133,-0.935421,0.895997,0.763525,0.266027,0.266092,0.265962,-0.883631,ULCER
-0.405371,-0.22863,0.4375,-0.229151,-0.001958,-0.222035,-0.965043,-0.915475,-0.967473,-0.862253,-0.930789,-0.895284,0.957646,0.796522,0.157968,0.158027,0.157908,-0.908266,ULCER
-0.540028,-0.302147,0.53125,-0.303342,-0.132244,-0.086264,-0.983349,-0.976597,-0.959201,-0.82524,-0.9242,-0.933701,0.928454,0.666726,0.197402,0.197463,0.197341,-0.890082,ULCER
-0.530708,-0.371218,0.375,-0.37251,-0.0371,-0.175691,-0.962536,-0.885936,-0.928102,-0.686599,-0.897785,-0.909475,0.888049,0.832881,0.317467,0.317535,0.3174,-0.859164,ULCER
-0.555193,-0.374993,0.46875,-0.37623,-0.076024,-0.108301,-0.975863,-0.946154,-0.954349,-0.810253,-0.912067,-0.918148,0.927105,0.697843,0.222403,0.222466,0.222341,-0.933413,ULCER
-0.412196,-0.260332,0.3125,-0.261674,0.0284,-0.258947,-0.978748,-0.884153,-0.963571,-0.853323,-0.94265,-0.912952,0.942865,0.830207,0.18407,0.184131,0.184009,-0.89486,ULCER
-0.558291,-0.358066,0.46875,-0.35969,-0.100254,-0.098873,-0.988854,-0.951876,-0.95159,-0.771887,-0.885232,-0.926713,0.920858,0.585716,0.233199,0.233262,0.233136,-0.912317,ULCER
-0.361139,-0.171858,0.4375,-0.172905,-0.001975,-0.233322,-0.96244,-0.835007,-0.961926,-0.902688,-0.943057,-0.848445,0.959869,0.843318,0.188581,0.188642,0.18852,-0.907057,ULCER
-0.034627,0.043213,0.125,0.04186,0.194812,-0.451761,-0.994131,-0.901215,-0.960119,-0.881794,-0.936275,-0.92123,0.934785,0.725835,0.210164,0.210226,0.210102,-0.952998,NON_ULCER
-0.084554,-0.013647,-0.09375,-0.014635,0.221643,-0.507808,-0.998637,-0.979814,-0.95115,-0.80701,-0.894422,-0.955669,0.888487,0.696244,0.25992,0.259985,0.259855,-0.922467,NON_ULCER
-0.243644,-0.147364,0.1875,-0.148507,0.13699,-0.369761,-0.979077,-0.818497,-0.938111,-0.789659,-0.922878,-0.900158,0.905257,0.583791,0.294035,0.294101,0.293968,-0.882278,NON_ULCER
-0.251421,-0.237126,0.03125,-0.238229,0.260129,-0.474252,-0.985713,-0.95528,-0.953743,-0.860064,-0.923492,-0.915819,0.927331,0.61406,0.244547,0.244611,0.244483,-0.842342,NON_ULCER
-0.047022,0.009029,-0.125,0.007876,0.243282,-0.523092,-0.99962,-0.986809,-0.957619,-0.710086,-0.864918,-0.97047,0.886724,0.755982,0.232233,0.232297,0.23217,-0.9635,NON_ULCER
-0.127615,-0.083939,-0.125,-0.085206,0.254282,-0.526878,-0.999612,-0.991564,-0.953474,-0.746333,-0.845676,-0.965023,0.880448,0.648745,0.25188,0.251944,0.251816,-0.93974,NON_ULCER
-0.249448,-0.241241,-0.125,-0.242625,0.288103,-0.526499,-0.999581,-0.988541,-0.894192,-0.140176,-0.753035,-0.959289,0.729929,0.670704,0.414664,0.414737,0.414592,-0.383325,NON_ULCER
-0.081194,-0.061661,0,-0.062704,0.26598,-0.501524,-0.999376,-0.989349,-0.955226,-0.794172,-0.869446,-0.963482,0.895526,0.580683,0.23798,0.238043,0.237916,-0.969495,NON_ULCER
-0.072577,-0.03156,-0.0625,-0.032432,0.248776,-0.503488,-0.999713,-0.991448,-0.958283,-0.82513,-0.875555,-0.966564,0.904444,0.582872,0.225387,0.225449,0.225324,-0.974546,NON_ULCER
-0.071712,0.004722,0,0.004371,0.207156,-0.483785,-0.998957,-0.985705,-0.95563,-0.814792,-0.892812,-0.961869,0.900521,0.660542,0.23703,0.237093,0.236966,-0.930999,NON_ULCER
0.021064,0.119202,0,0.119597,0.190087,-0.480935,-0.999523,-0.987497,-0.957954,-0.652262,-0.879573,-0.981114,0.876322,0.698273,0.225387,0.225449,0.225324,-0.939965,NON_ULCER
0.075695,0.157266,0,0.156912,0.208504,-0.492051,-0.99863,-0.956938,-0.954963,-0.77226,-0.901176,-0.946853,0.902015,0.833462,0.238927,0.23899,0.238863,-0.938995,NON_ULCER
0.024532,0.063419,0.03125,0.062683,0.2453,-0.497493,-0.997732,-0.922175,-0.948041,-0.829298,-0.906028,-0.895105,0.911185,0.787417,0.266027,0.266092,0.265962,-0.899559,NON_ULCER
0.045608,0.086384,-0.125,0.086394,0.259726,-0.53841,-0.999496,-0.986831,-0.944004,-0.664244,-0.864147,-0.96255,0.85937,0.677943,0.287677,0.287743,0.287611,-0.935808,NON_ULCER
-0.083848,-0.042264,-0.125,-0.043032,0.25745,-0.529136,-0.999641,-0.990383,-0.952494,-0.528275,-0.86511,-0.971044,0.86796,0.7338,0.25548,0.255545,0.255416,-0.94475,NON_ULCER
-0.242186,-0.207619,-0.125,-0.209478,0.25103,-0.505121,-0.995963,-0.98225,-0.914547,-0.728337,-0.827564,-0.930798,0.835487,0.559508,0.371218,0.371288,0.371147,-0.390211,NON_ULCER
-0.260094,-0.246011,0,-0.246982,0.246689,-0.438019,-0.942254,-0.976141,-0.949419,-0.844803,-0.876221,-0.869624,0.931799,0.668817,0.258152,0.258217,0.258088,-0.967842,NON_ULCER
-0.191225,-0.187287,0.03125,-0.188508,0.27484,-0.483145,-0.98827,-0.972802,-0.960424,-0.841833,-0.880772,-0.87414,0.932176,0.529601,0.212239,0.212301,0.212177,-0.976037,NON_ULCER
-0.243529,-0.206371,0.03125,-0.207859,0.223178,-0.446333,-0.978851,-0.982483,-0.947244,-0.855786,-0.880656,-0.907899,0.913902,0.411539,0.268607,0.268672,0.268542,-0.927047,NON_ULCER
-0.126096,-0.060687,0.03125,-0.061037,0.211789,-0.46933,-0.998159,-0.988967,-0.962132,-0.884309,-0.888339,-0.954953,0.923806,0.658911,0.203851,0.203913,0.203789,-0.905212,NON_ULCER
0.05651,0.139116,-0.125,0.137302,0.219007,-0.521674,-0.994938,-0.936589,-0.96032,-0.847635,-0.920431,-0.946818,0.92176,0.838491,0.21939,0.219453,0.219328,-0.882544,NON_ULCER
-0.110779,-0.026026,-0.25,-0.027034,0.221626,-0.548138,-0.989025,-0.849932,-0.954391,-0.871341,-0.927816,-0.79537,0.926279,0.606216,0.254584,0.254649,0.25452,-0.734477,ULCER
-0.108949,-0.029233,-0.3125,-0.030651,0.23441,-0.565622,-0.995908,-0.913623,-0.953559,-0.908518,-0.915669,-0.839987,0.925749,0.503883,0.25992,0.259985,0.259855,-0.824074,ULCER
-0.586504,-0.630559,-0.3125,-0.632083,0.388591,-0.574252,-0.974312,-0.943963,-0.966588,-0.846472,-0.922169,-0.883243,0.943813,0.629882,0.193024,0.193085,0.192963,-0.712379,ULCER
-0.793179,-0.908157,-0.40625,-0.908234,0.737969,-0.740539,-0.990859,-0.956355,-0.954544,-0.770354,-0.858607,-0.789278,0.910834,0.898462,0.25992,0.259985,0.259855,-0.716419,ULCER
-0.452441,-0.543804,-0.34375,-0.545279,0.549842,-0.711455,-0.993412,-0.796619,-0.972928,-0.91869,-0.951906,-0.880734,0.951808,0.65551,0.155478,0.155537,0.155418,-0.707132,ULCER
-0.108709,-0.083326,-0.34375,-0.084288,0.304849,-0.603827,-0.991401,-0.855541,-0.937869,-0.832022,-0.907558,-0.84504,0.900365,0.697741,0.318194,0.318261,0.318126,-0.683626,ULCER
-0.014988,-0.006687,-0.09375,-0.007642,0.284247,-0.521396,-0.991862,-0.933135,-0.938016,-0.73557,-0.885544,-0.846545,0.896556,0.750277,0.304086,0.304153,0.304019,-0.842871,ULCER
-0.154741,-0.13111,0.1875,-0.13201,0.241511,-0.441745,-0.995627,-0.961769,-0.951716,-0.750032,-0.90993,-0.922484,0.903058,0.843765,0.246397,0.246461,0.246333,-0.908136,ULCER
-0.150556,-0.116329,0.0625,-0.117721,0.23336,-0.44935,-0.9861,-0.861914,-0.947976,-0.830205,-0.918369,-0.839199,0.921372,0.80805,0.263425,0.26349,0.26336,-0.874881,ULCER
-0.264478,-0.186214,-0.1875,-0.187722,0.198177,-0.499257,-0.988521,-0.89417,-0.914473,-0.879565,-0.894267,-0.720076,0.891597,0.793856,0.37484,0.37491,0.374769,-0.833316,ULCER
-0.140401,-0.031045,-0.3125,-0.031813,0.198865,-0.541839,-0.996725,-0.974051,-0.964242,-0.882869,-0.911606,-0.911231,0.929956,0.69143,0.207024,0.207086,0.206962,-0.88862,ULCER
-0.280553,-0.201961,-0.3125,-0.202512,0.215468,-0.535683,-0.997699,-0.974126,-0.977084,-0.929434,-0.937199,-0.91994,0.959812,0.50531,0.118245,0.118303,0.118188,-0.869352,ULCER
-0.44203,-0.422706,-0.25,-0.424785,0.269659,-0.532193,-0.985328,-0.897617,-0.95124,-0.832109,-0.904193,-0.857906,0.918088,0.745282,0.26689,0.266955,0.266825,-0.764256,ULCER
-0.633713,-0.714488,-0.3125,-0.715317,0.485963,-0.605871,-0.923165,-0.874123,-0.94699,-0.867725,-0.917484,-0.781537,0.92728,0.790474,0.285258,0.285323,0.285192,-0.788166,ULCER
-0.276117,-0.304612,-0.3125,-0.305539,0.383404,-0.633418,-0.991168,-0.870853,-0.934408,-0.858709,-0.907165,-0.825724,0.895795,0.754929,0.329578,0.329646,0.32951,-0.702546,ULCER
-0.063877,-0.029161,-0.25,-0.030118,0.269983,-0.540605,-0.984529,-0.876494,-0.972088,-0.925403,-0.950089,-0.792825,0.966939,0.612147,0.151703,0.151762,0.151644,-0.705204,ULCER
-0.045554,-0.033967,-0.0625,-0.034876,0.280369,-0.517529,-0.994573,-0.935686,-0.935828,-0.765349,-0.861096,-0.848767,0.890398,0.702573,0.310852,0.310919,0.310784,-0.769173,ULCER
-0.387072,-0.349476,0.28125,-0.350667,0.18241,-0.332802,-0.976262,-0.930081,-0.961538,-0.898375,-0.932097,-0.847835,0.947668,0.848534,0.197402,0.197463,0.197341,-0.836253,ULCER
-0.225235,-0.181866,0.125,-0.183061,0.209036,-0.40478,-0.986263,-0.923656,-0.960777,-0.778616,-0.929909,-0.869302,0.934484,0.849081,0.203851,0.203913,0.203789,-0.852905,ULCER
-0.168754,-0.146508,0.03125,-0.147575,0.248562,-0.456455,-0.984676,-0.907173,-0.947629,-0.786268,-0.917371,-0.842962,0.920995,0.849581,0.265162,0.265227,0.265098,-0.856149,ULCER
-0.46768,-0.389999,0.3125,-0.390986,0.101523,-0.258641,-0.973971,-0.877725,-0.943692,-0.793064,-0.923733,-0.804257,0.917636,0.946075,0.271164,0.27123,0.271099,-0.87354,ULCER
-0.29827,-0.238552,0.21875,-0.239972,0.171496,-0.374638,-0.965793,-0.762596,-0.931867,-0.850905,-0.922419,-0.654996,0.928343,0.793147,0.314545,0.314613,0.314478,-0.819837,ULCER
-0.246901,-0.178066,-0.15625,-0.179011,0.21119,-0.497022,-0.991533,-0.894897,-0.965396,-0.904122,-0.938206,-0.843678,0.95048,0.640462,0.194124,0.194186,0.194063,-0.892051,ULCER
-0.236421,-0.21413,-0.1875,-0.215101,0.281263,-0.549445,-0.98945,-0.841667,-0.964958,-0.902105,-0.931941,-0.851097,0.946623,0.775626,0.199567,0.199629,0.199506,-0.872363,ULCER
-0.845542,-0.792095,0.09375,-0.793519,-0.185335,0.093415,-0.675058,-0.870279,-0.940947,-0.805886,-0.875175,-0.65668,0.943206,0.751444,0.289279,0.289345,0.289213,-0.831257,ULCER
-0.090605,-0.076416,-0.25,-0.077467,0.305594,-0.578554,-0.98462,-0.818258,-0.975161,-0.956529,-0.945596,-0.773079,0.972271,0.740071,0.132081,0.132139,0.132023,-0.897888,ULCER
-0.195275,-0.178646,-0.28125,-0.179198,0.30508,-0.583823,-0.994984,-0.965057,-0.963891,-0.922079,-0.902851,-0.861203,0.947631,0.709021,0.208075,0.208137,0.208013,-0.925992,ULCER
-0.307953,-0.314146,-0.03125,-0.315062,0.280467,-0.457662,-0.969831,-0.899653,-0.919965,-0.82489,-0.891349,-0.740754,0.905457,0.889602,0.351771,0.351841,0.351702,-0.792163,ULCER
-0.074813,-0.056283,-0.125,-0.057019,0.276564,-0.525418,-0.994898,-0.952646,-0.954926,-0.802068,-0.898002,-0.876147,0.920593,0.716971,0.242685,0.242749,0.242622,-0.793619,ULCER
-0.097617,-0.093525,0,-0.094654,0.279416,-0.493722,-0.995809,-0.967157,-0.95155,-0.787245,-0.905585,-0.891951,0.91594,0.781404,0.25188,0.251944,0.251816,-0.920269,ULCER
-0.265132,-0.238215,0.1875,-0.239555,0.221901,-0.395064,-0.988709,-0.925257,-0.945831,-0.816913,-0.92146,-0.858264,0.918731,0.815611,0.26689,0.266955,0.266825,-0.933362,ULCER
-0.283308,-0.236827,0.25,-0.237887,0.189597,-0.37173,-0.965809,-0.912796,-0.95647,-0.882959,-0.938844,-0.851634,0.944794,0.767916,0.223401,0.223464,0.223338,-0.835875,ULCER
-0.328148,-0.276583,0.1875,-0.277393,0.174017,-0.348759,-0.963937,-0.908912,-0.942475,-0.837856,-0.926289,-0.850272,0.91745,0.8452,0.277879,0.277945,0.277814,-0.835096,ULCER
-0.348981,-0.354854,-0.03125,-0.355499,0.277601,-0.452925,-0.939545,-0.805721,-0.957378,-0.914074,-0.941142,-0.736669,0.960153,0.710756,0.22834,0.228403,0.228277,-0.722462,ULCER
-0.629337,-0.686391,-0.21875,-0.687601,0.385142,-0.50279,-0.895467,-0.739568,-0.92995,-0.869368,-0.910619,-0.541679,0.930283,0.824789,0.336479,0.336548,0.33641,-0.781734,ULCER
